12/01/2018 04:13,,,
Código,Descrição,Início de Vigência,Fim de Vigência
4932204,TANQUE ALFANDEGADO - PANDENOR LTDA - PT.SUAPE - IPOJUCA/PE,01/01/2018,-
4932205,TANQUE ALFANDEGADO - DECAL BRASIL LTDA,01/01/2018,-
4933201,"PORTO DE SUAPE-PE - WILSON, SONS LOGíSTICA LTDA",01/01/2018,-
4941301,PORTO DE CABEDELO - PORTO MARIT.ALF. - USO PUBLICO - CIA. DOCAS DO ESTADO DA ,10/01/2017,-
4951301,TERMINAL PORTUáRIO PúBLICO GRANéIS SóLIDOS RHODES S/A,01/01/2018,-
4951302,AGEMAR TRANSPORTES E EMPREENDIMENTOS LTDA,01/01/2018,-
5101101,AEROPORTO DE ARACAJU,16/10/2017,-
5101401,CONSÓRCIO TMIB,10/01/2017,-
5201301,PORTO DE ILHEUS - CODEBA - PORTO MARIT. ALF. - USO PUBLICO - CIA. DOCAS DO EST. DA ,10/01/2017,-
5511301,PORTO MARíTIMO ALFA. DE USO PúBLICO - PORTO DE ARATU -CODEBA,01/01/2018,-
5511401,INST.PORT.MAR.ALF-USO PRIVATIVO - TEQUIMAR S/A -PT.ARATU/BA,01/01/2018,-
5511402,INST.PORT.MAR.ALF-USO PRIVAT.-DOW BRASIL S/A,01/01/2018,-
5511403,INST.PORT.MAR.ALF.USO PRIVATIVO-TRANSPETRO-MDRE DE DEUS/BA,01/01/2018,-
5511404,INST.PORT.MAR.ALF.USO PRIVATIVO-FORD MOTOR COMPANY BRASIL LT,01/01/2018,-
5511405,INST.PORT.MAR.ALF-USO PRIVATIVO - PETROBRAS/FAFEN,01/01/2018,-
5511406,INST PORT. MARÍTIMA DE USO PRIVATIVO -BRASKEM S/A,01/01/2018,-
5511407,TERMINAL PORTUáRIO DE REGASEIFICAçãO DA BAHIA - TRBA,01/01/2018,-
5512201,VOPAK BRASIL S.A.,01/01/2018,-
5521101,AEROPORTO INTER.ALFANDEGADO-PORTO SEGURO- SINART LTDA.,26/01/2009,-
5555501,PONTO VIRTUAL DE FRONTEIRA DE PACARAIMA,03/08/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - PACARAIMA,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - ASSIS BRASIL,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - GUAJARA-MIRIM,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - CACERES,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - PORTO XAVIER,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - PORTO MAUA,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - BAGE (ACEGUA),23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - JAGUARAO,23/10/2017,-
5555555,PONTO VIRTUAL DE FRONTEIRA - MUNDO NOVO,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - CORUMBA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - PONTA PORA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - BRASILEIA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - FOZ DO IGUACU,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - GUAIRA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - SANTA HELENA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - DIONISIO CERQUEIRA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - URUGUAIANA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - ITAQUI,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - SAO BORJA,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - QUARAI,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - CHUI,01/01/2018,-
5555555,PONTO VIRTUAL DE FRONTEIRA - SANTANA DO LIVRAMENTO,01/01/2018,-
5921301,PORTO DE SALVADOR - CODEBA - PORTO MARIT.ALF.-USO PúBLICO,01/01/2018,-
5921302,INST.PORT.MAR.ALF.USO PUBL.TECOM SALVADOR - PORTO SALVADOR/B,01/01/2018,-
5921303,INST. PORT. USO PÚBLICO - TERM. ÁGUA DE MENINOS - TAM,01/01/2018,-
5921304,INST.PORT.USO PúBLICO - INTERMARíTIMA TERMINAIS LTDA.,01/01/2018,-
5921402,INST.PORT.MAR.ALF.USO PRIV.GERDAU AÇOS LONGOS S/A-PONTA DO SAPUCAIA - DIST. S. ,01/01/2018,-
5921403,INST.PORT.MAR.ALF.USO PRIV._TERMINAL PORTUARIO COTEGIPE LTDA,01/01/2018,-
5921404,ENSEADA INDÚSTRIA NAVAL S/A,01/01/2018,-
5921412,PARANAPANEMA S/A.,10/01/2018,-
5922201,MOINHO CANUELAS LTDA,01/01/2018,-
5922202,MOINHO DIAS BRANCO IND. E COM. DE ALIMENTOS LTDA,01/01/2018,-
5922203,SILOS ALFANDEGADOS - J MACEDO S/A - SALVADOR,01/01/2018,-
5923201,"EADI-CIA EMPORIO AR.GER.ALF.AV.L.TARQUINIO,69-BV-SALVADOR/BA",01/01/2018,-
5923202,COLUMBIA DO NORDESTE S/A,01/01/2018,-
5923501,BASE NAVAL DE ARATU,01/01/2018,-
5931101,AEROP.INTER.ALF DE SALVADOR-D.L. EDUARDO-INFRAERO-SALVADOR/BA,05/01/2018,-
5933401,BASE ALFANDEGADA DO MAER.-BASE AEREA DE_SSA,01/01/2018,-
5936104,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA,01/01/2018,-
5936106,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA,01/01/2018,-
5937202,DEP.AFIANCADO-TAP S/A-AEROPORTO INT.SALVADOR-LEM-SALVADOR/BA,01/01/2018,-
5937203,DEP. AFIANÇADO - AMERICAN AIRLINES - AER. INT. SALVADOR,01/01/2018,-
5937204,DEP. AFIANÇADO - AMERICAN AIRLINES,01/01/2018,-
5937205,DEP. AFIANÇADO - AIR EUROPA LINHAS AÉREAS S.A,01/01/2018,-
5937702,DFA BRASIL COMÉRCIO E DISTRIBUIÇÃO LTDA,01/01/2018,-
6308201,REDEX - PEDRAS PRECIOSAS I.N SRF NR. 346/2003,26/01/2009,-
6353201,"EADI-JUIZ DE FORA, MULTITERMINAIS ALF. DO BRASIL LTDA.",10/01/2017,-
6405201,"DRF-MONTES CLAROS(NAC.RECOF,ADTEMP.,DEP. ESPECIAL)",26/01/2009,-
6412701,REDEX - COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPé,10/01/2017,-
6453201,EADI/UBERABA-PORTO SECO DO TRIâNGULO LTDA,10/01/2017,-
6503201,EADI-MINERAÇÃO ANDIRA LTDA-DISTR.IND.UBERLANDIA/MG,10/01/2017,-
6553001,ARMAZÉNS GERAIS SUL DAS GERAIS LTDA,20/06/2017,-
6553201,EADI - ARMAZENS GERAIS AGRICOLA LTDA - VARGINHA/MG - BR 491 KM 16,10/01/2017,-
6911101,AEROPORTO INTERNACIONAL TANCREDO NEVES,01/01/2018,-
6917102,DEA-LIDER TAXI AEREO S/A-BELO HORIZONTE,01/01/2018,-
6917104,DEA-NICAMAQUI COM. DE MAQUINAS LTDA.-BELO HORIZONTE,01/01/2018,-
6917105,DEA-BUCYRUS BRASIL LTDA-DIST.IND-VESPASIANO/MG,01/01/2018,-
6917106,DEA-CIA.VALE DO RIO DOCE S/A-ITABIRA/MG,01/01/2018,-
6917107,DEA-HARNISCHFEGER DO BRASIL COM.IND.LTDA-BELO HORIZONTE/MG,01/01/2018,-
6917202,DEP. AFIANCADO - AMERICAN AIRLINES INC. - LAGOA SANTA/MG - AEROPORTO ,01/01/2018,-
6923201,EADI - USIFAST LOG. INDUSTRIAL S/A - BETIM - MG,01/01/2018,-
6926101,LOJA FRANCA - DUFRY DO BRASIL DUTY FREE SHOP LTDA- EMB,01/01/2018,-
6926102,LOJA FRANCA - DUFRY DO BRASIL DUTY FREE SHOP LTDA - DESMB,01/01/2018,-
6927201,DAF - EMPRESA AZUL LINHA AéREAS BRASILEIRAS S/A,01/01/2018,-
6927701,DEP. DE LJ FRANCA - DUFRY DO BRASIL DUTY FREE SHOP LTDA,01/01/2018,-
7201101,AEROPORTO INT. DE CABO FRIO-COSTA DO SOL S/A-CABO FRIO/RJ,12/01/2017,-
7201301,NITSHORE ENGENHARIA E SERVICOS PORTUARIOS S.A,12/01/2017,-
7201302,CIA MUNICIPAL DE ADMINISTRAçãO PORTUáRIA - COMAP,12/01/2017,-
7201404,INST.PORT.MARIT.ALF.PRIV.MISTO UTC ENGENHARIA SA-UTRATEC,12/01/2017,-
7203501,BASE ALFANDEGADA DO MMAR.-BASE NAVAL DO RIO DE JANEIRO,26/01/2009,-
7203502,BASE ALFANDEGADA DO MMAR.-BASE ALMIRANTE CASTRO E SILVA,26/01/2009,-
7203503,BASE ALFANDEGADA DO MMAR.-BASE A°REA NAVAL DE S.PEDRO DA ALD,26/01/2009,-
7203504,BASE DE HIDROGRAFIA DA MARINHA EM NITEROI (BHMN),27/03/2009,-
7207101,DEA - MIN. DA MARINHA - BASE AEREA NAVAL S.PEDRO DA ALDEIA/RJ,12/01/2017,-
7209801,DRF/NITERóI - NACIOLIZAçãO ADM.TEMP.(NOT.82/06),17/10/2013,-
7253201,EADI-TRANSP.MAR.MULT.SAO GERALDO LTDA-NOVA IGUAÇU/RJ,12/01/2017,-
7255201,DRF-NOVA IGUACU_(NACIONALIZACAO RECOF),26/01/2009,-
7257101,DEA - CIA. ELETROMECANICA CELMA - PETROPOLIS/RJ - RUA ALICE HERVE NR 356,12/01/2017,-
7259801,DRF/NOVA IGUAçU - NACIONALIZAçÃO ADM.TEMP.(NOTICIA 82/06),17/09/2013,-
7301401,FERROPORT LOGíSTICA COMERCIAL EXPORTADORA S.A.,12/01/2017,-
7301402,TMULT - PORTO DO Açú OPERAçõES S.A.,12/01/2017,-
7353201,EADI- TERMINAL LOG.DO VALE DO PARAIBA-DIST.IND.RESENDE/RJ,12/01/2017,-
7911101,AEROPORTO INTERNACIONAL DO RIO DE JANEIRO/GALEãO,10/01/2017,-
7911102,ALF. AER. INTERNACIONAL DO RIO DE JANEIRO,27/02/2015,-
7912001,REMESSAS POST. INTERN-ECT-AIRJ-AGENCIA GALEAO-R.JANEIRO/RJ,10/01/2017,-
7912002,REMESSAS POST.INTERN-ECT-AIRJ-CENTRO DE TRIAGEM-R.DE JANEIRO,10/01/2017,-
7912101,TERMINAL DE REMESSA EXPRESSA - INFRAERO - RIO DE JANEIRO/RJ -AREA CONTIGUA AO ,26/01/2009,-
7912401,SETOR DE BAGAGEM ACOMPANHADA-AER.INT.RIO DE JANEIRO,26/01/2009,-
7913401,BASE ALFANDEGADA DO MAER.-BASE A°REA DO GALEÀO/BAGL,10/01/2017,-
7916101,DUFRY DO BRASIL DUTY FREE SHOPLTDA,27/02/2015,-
7916102,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA.- RIO DE JANEIRO/RJ LJ 2 - S. DE DESEMB. DO ,26/01/2009,-
7916103,LOJA FRANCA - H. STERN COM. E INDUSTRIA S/A-RIO DE JANEIRO/RJLJ 3 - S. DE EMBARQUE ,26/01/2009,-
7916104,LOJA FRANCA - BRASIF DUTY FREE SHOP-RIO DE JANEIRO/RJ LJ 3 - S. DE EMBARQUE DO ,26/01/2009,-
7916105,DUFRY DO BRASIL DUTY FREE SHOP LTDA,27/02/2015,-
7916106,DUFRY DO BRASIL DUTY FREE SHOP LTDA,27/02/2015,-
7916107,LOJA FRANCA-H.STERN COM.IND.S/A-S.EMBARQUE-TPS2-AIRJ,26/01/2009,-
7916108,LOJA FRANCA-JÓIAS BRASILIS EXP-IMP LTDA-EMBARQUE-TPS1-AIRJ,31/12/2013,-
7916109,LOJA FRANCA-JÓIAS BRASILIS EXP-IMP LTDA-EMBARQUE-TPS1-AIRJ,31/12/2013,-
7916110,LOJA FRANCA-JÓIAS BRASILIS EXP-IMP LTDA-EMBARQUE-TPS2-AIRJ,31/12/2013,-
7916111,DUFRY DO BRASIL DUTY FREE SHOP LTDA.,27/02/2015,-
7916112,DUFRY DO BRASIL DUTY FREE SHOP LTDA.,27/02/2015,-
7916113,DUFRY DO BRASIL DUTY FREE SHOP LTDA.,27/02/2015,-
7916114,"DUFRY DO BRASIL DUTY FREE SHOP LTDA,",17/06/2016,-
7916115,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916116,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916117,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916118,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916119,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916120,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916121,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916122,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916123,DUFRY DO BRASIL DUTY FREE SHOP LTDA,09/10/2017,-
7916124,DUFRY DO BRASIL DUTY FREE SHOP LTDA,31/10/2017,-
7917204,DEPOSITO AFIANCADO - BRITISH AIRWAYS PLC. - RIO DE JANEIRO/RJAEROPORTO ,26/01/2009,-
7917205,DEP. AFIANCADO - CIA. NAT. AIR FRANCE - RIO DE JANEIRO/RJ - AEROPORTO ,26/01/2009,-
7917208,DEPOSITO AFIANCADO-CONTINENTAL AIRLINES-AIRJ-R.DE JANEIRO/RJ,26/01/2009,-
7917210,DEPOSITO AFIANCADO-TTES.AEREOS PORTUGUESES SA-RIO JANEIRO/RJ AEROPORTO ,26/01/2009,-
7917213,DAF-CONTINENTAL AIRLINES-AIRJ-TPS1-RIO DE JANEIRO/RJ,26/01/2009,-
7917216,DEPOSITO AFIANCADO-TAP S/A-AIRJ- RIO DE JANEIRO/RJ,26/01/2009,-
7917217,DEPOSITO AFIANCADO-UNITED AIRLINES-AIRJ-RIO DE JANEIRO/RJ,26/01/2009,-
7917219,DEPOSITO AFIANCADO-BRITISH AIRWAYS PLC.AEROP.RIO DE JANEIRO,26/01/2009,-
7917221,DEPOSITO AFIANÇADO-AVIANCA - AEROP.RIO DE JANEIRO/RJ,26/01/2009,-
7917222,DEP.AFIACADO-CIA.NAC.AIR FRANCE-AEROP.INT.RIO DE JANEIRO/RJ,26/01/2009,-
7917224,DEPOSITO AFIANCADO-IBERIA S/A-AIRJ/RJ,26/01/2009,-
7917225,DEPOSITO AFIANCADO-IBERIA S/A - AIRJ/RJ,26/01/2009,-
7917226,DEPOSITO AFIANçADO TAAG-LINHAS AEREAS ANGOLA,26/01/2009,-
7917227,DEPOSITO AFIANCADO-LUFTHANSA CARGO A.G.-AIRJ/RJ,26/01/2009,-
7917228,DEPOSITO AFIANCADO-UNITED AIR LINES INC. -AIRJ/,26/01/2009,-
7917229,DEPOSITO AFIANÇADO - AMERICAN AIRLINES INC - AIRJ,06/01/2010,-
7917230,DEPÓSITO AFIANÇADO - TAM LINHAS AÉREAS S/A,16/07/2013,-
7917231,AIR CANADA,10/07/2015,-
7917232,LATAM AIRLINES GROUP S/A,13/07/2016,-
7917233,COMPANIA PANAMENA DE AVIACION S/A,13/07/2016,-
7917234,DELTA AIR LINES INC.,13/07/2016,-
7917702,DUFRY DO BRASIL DUTY FREE SHOP LTDA,10/01/2017,-
7917703,DEP. DE LJ FRANCA - H.STERN COM. IND. S/A - RIO DE JANEIRO/RJAEROPORTO ,26/01/2009,-
7917704,DEP. DE LJ FRANCA - JÓIAS BRASILIS EXP-IMP LTDA - AIRJ,31/12/2013,-
7919901,OUTROS-DEPOSITO ALFAND.VARIG-AER.INT.DO RIO DE JANEIRO/RJ,26/01/2009,-
7920001,PáTIO DO PORTO DO RIO DE JANEIRO,12/01/2017,-
7921302,INST.POR.MAR.ALF.USO PUBL.LIBRA T.RIO-TECON I-PORTO RJ,12/01/2017,-
7921303,INST.PORT.MAR.ALF.USO PUBL.CONS.MULT RIO-T.II-PORTO RJ,12/01/2017,-
7921305,INST.PORT.MAR.ALF-USO PUBLICO-TRIUNFO LTDA-PT.ORG. RIO JAN/R,12/01/2017,-
7921307,INST.PORT.MAR.ALF.USO PUBLICO-MULT CAR S/A-PT. R. JANEITO/RJ,12/01/2017,-
7921308,INST.PORT.MAR.ALF.USO PúBLICO-PíER MAUA S/A.,12/01/2017,-
7921309,TEQUIMAR,12/01/2017,-
7921401,INST.PORT.MAR.ALF.ESSO BRAS. DE PETROLEO-I.GOVERN.-RJ/RJ,12/01/2017,-
7921405,INST.PORT.MAR.ALF.USO PRIVATIVO-INTERCAN S/A-PT.R.DE JANEIRO,26/01/2009,-
7921406,INST.PORT.MAR.USO PRIVATIVO-TRANSPETRO-ILHA REDONDA RJ,12/01/2017,-
7921407,INST.PORT.MAR.USO PRIVATIVO-TRANSPETRO-ILHA DAGUA-RJ,12/01/2017,-
7921408,SHELL BRASIL PETROLEO LTDA,12/01/2017,-
7921409,PETRóLEO BRASILEIRO S/A - PETROBRAS,12/01/2017,-
7921410,PETRóLEO BRASILEIRO S.A. - PETROBRÁS,19/09/2013,-
7922202,"TANQUE ALFANDEGADO-PETROFLEX S/A, DUQUE DE CAXIAS/RJ",12/01/2017,-
7922207,TANQUE ALFANDEGADO-PETROBRAS S/A-REDUC-RIO DE JANEIRO/RJ,12/01/2017,-
7922209,SILOS ALFANDEGADOS-BUNGE ALIMENTOS S/A,12/01/2017,-
7922210,TANQUES ALF.-TRANSPETRO-TERM.CAMPOS ELISEOS-RJ,12/01/2017,-
7922211,SILOS - MOINHOS CRUZEIRO DO SUL S.A.,12/01/2017,-
7922701,REDEX - TRANSPORTES CARVALHO LTDA,12/01/2017,-
7922705,REDEX - FUTURA TRANSPORTES LTDA.,12/01/2017,-
7922707,REDEX - SADA TRANSPORTES E ARMAZENAGENS SA,12/01/2017,-
7922709,REDEX - LIBRA TERMINAL RIO S.A.,12/01/2017,-
7922710,REDEX - INTERPORTOS TERMINAIS E LOGíSTICA LTDA,12/01/2017,-
7922711,REDEX - ZIRANLOG TRANSPORTES LTDA,12/01/2017,-
7922712,REDEX - TRANZIRAN TRANSPORTES LTDA,12/01/2017,-
7922713,REDEX - TECON TERMINAIS DE CONTAINER LTDA,12/01/2017,-
7922714,REDEX - PENNANT SERVIÇOS MARÍTIMOS LTDA,12/01/2017,-
7923502,CENTRO DE MUNIçãO DA MARINHA,27/06/2016,-
7923601,BASE DE APOIO LOGíSTICO DO EXéRCITO,10/12/2015,-
7933201,"CLIA-MULTITERMINAIS R.FRANCISCO DE SOUZA E MELO,196, CORDOVIL",12/01/2017,-
7933501,BASE ALFANDEGADA DO MMAR.-BASE DE ABAST. DA MARINHA NO R.J,12/01/2017,-
7933601,BASE AFANDEGADA DO MEX.-1º DEPT.SUPRIM.-CIEM,12/01/2017,-
7937102,"DEA - MINISTERIO DA AERONAUTICA - RIO DE JANEIRO/RJ - AV. MALFONTENELE, 1000 - ",21/02/2011,-
7941401,INST.PORTUáRIA DE USO PRIV.-PETROBRÁS - PETROLEO BRASILEIRO,25/09/2017,-
7950001,PATIO DO PORTO DE VITORIA/ES,26/01/2009,-
7951101,AEROPORTO INTERNACIONAL DE VITORIA/ES-INFRAERO,10/01/2017,-
7951301,PORTO DE VITORIA - CODESA - VITORIA/ES - CIA. DOCAS DO ESTADO DO ESPIRITO SANTO - ,10/01/2017,-
7951302,INST PORT DE USO PUBLI. CODESA - CIA DOCAS E. SANTO,10/01/2017,-
7951304,INST.PORT.MAR.ALF.USO PUBL.HIPER EXPORT LTDA-.PT.VITORIA,10/01/2017,-
7951305,INST.PORT.MAR.ALF.USO PUBL.TERMINAL VILA VELHA S/A-V.VELHA/ES,10/01/2017,-
7951306,INST.PORT.MAR.ALF.USO PUBLICO PEIU-SPE S/A CAIS DO PAUL,10/01/2017,-
7951307,PORTO DE VITORIA - CODESA - ( CAIS DE CAPUABA),10/01/2017,-
7951401,TERMINAL DE TUBARAO - CIA. VALE DO RIO DOCE - VITORIA/ES - PONTA DE TUBARAO - ,24/07/2017,-
7951402,VITORIA - ARCELORMITTAL BRASIL S.A - TERM.MAR.ALF.PRIV,24/07/2017,-
7951403,TERMINAL DE CARVAO - VALE - PRAIA MOLE - SERRA E VITORIA/ES - CIA. VALE DO RIO ,24/07/2017,-
7951405,TERMINAL PONTA DO UBU - SAMARCO MINERACAO SA - VILA VELHA/ES INST. PORT. MARIT. ,24/07/2017,-
7951406,TERMINAL DA PORTOCEL - BARRA DO RIACHO S/A - ARACRUZ/ES - INSTAL. PORT. MARIT. ,24/07/2017,-
7951407,INST.PORT.MAR.ALF-USO PRIVATIVO-CIA PORT.VILA VELHA-V.VELHA/,24/07/2017,-
7951408,ESTALEIRO JURONG ARACRUZ LTDA.,09/11/2017,-
7952202,TANQUE ALFANDEGANDO - OILTANKING TERMINAIS LTDA,12/01/2017,-
7952701,REDEX SUNLOG LOGISTICA,10/01/2017,-
7952702,REDEX - INTERPORT LOGíSTICA LTDA.,02/10/2017,-
7953202,PORTO SECO-COTIA ARMAZENS GERAIS S/A -CARIACICA/ES,10/01/2017,-
7953203,EADI - CIA DE TRANSP.E ARMAZ. GERAIS - SILOTEC - CARIACICA/ESPORTO ENGENHO ,10/01/2017,-
7953204,PORTO SECO DE VITORIA I -PSVIT I-COIMEX LOGÍSTICA INT.S/A,10/01/2017,-
7959801,ALF/PORTO DE VITÓRIA-NACIONALIZ. ADM.TEMP.(NOTICIA 82/06),20/09/2013,-
7961302,TPAR - TERMINAL PORTUÁRIO DE ANGRA DOS REIS,10/01/2017,-
7961303,INST.PORT.MAR.ALF.USO PUBLICO-CIA.SID.NACL-CSN-PT.ITAGUAÍ-RJ,10/01/2017,-
7961304,INST.PORT.MAR.ALF.USO PUBLICO-SEPETIBA TECON S/A-ITAGUAÍ-RJ,10/01/2017,-
7961401,TERMINAL MBR-INST.PORT.MAR.ALF.PRIV-ILHA GUAIBA/RJ,10/01/2017,-
7961403,INST.PORT.MAR.ALF.USO PRIVAT.TRANSPETRO S/A-ANGRA D.REIS/RJ,26/01/2009,-
7961404,INST.PORT.MAR.ALF-USO PRIVATIVO-CIA.P.BAIA DE SEPETIBA-RJ,10/01/2017,-
7961406,INST.PORT.MAR.ALF-USO PRIVATIVO-BRASFELS-ANGRA DOS REIS/RJ,10/01/2017,-
7961408,INST.PORT.MAR.ALF.USO PRIVATIVO-TRANSPETRO,10/01/2017,-
7961409,DISTRITO INDUSTRIAL DE SANTA CRUZ (THYSSENKRUPP),10/01/2017,-
7961412,PORTO SUDESTE DO BRASIL S.A,10/01/2017,-
7962202,TANQUE ALF.TRANSPETRO S/A-B. ILHA GRANDE-ANGRA DOS REIS/RJ,26/01/2009,-
7962203,TANQUE ALF.TRANSPETRO S/A-B. ILHA GRANDE-ANGR,10/01/2017,-
7962701,REDEX - SEPETIBA CARGO LTDA,10/01/2017,-
7963001,ZL - LOG LOGÍSTICA LTDA,07/03/2017,-
8119801,NACIONALIZAçãO ADM. TEMP. (NOTICIA 82/06),28/06/2011,-
8305201,DRF-ARAÇATUBA (NACIONALIZAÇÃO RECOF),23/09/2011,-
8309801,DRF-ARAÇATUBA NACIONALIZAÇÃO ADM.TEMP (NOTICIA 82/06),23/09/2011,-
8353201,BRADO LOGÍSTICA S/A,12/01/2017,-
8355201,"DRF-BAURU (NAC.RECOF,AD TEMP,DEP ESP)",08/12/2009,-
8451301,PORTO DE SAO SEBASTIAO - COMPANHIA DOCAS DE SAO SEBASTIAO INSTALACAO MARITIMA ,12/01/2017,-
8451401,INST.PORT.MAR.ALF-USO PRIVATIVO-TRANSPETRO S/A- S.SEBASTIAO/SP.,12/01/2017,-
8452201,TANQUE ALFANDEGADO-MALTERIA DO VALE-PORTO DE S.SEBASTIAO/SP,26/01/2009,-
8453201,"EADI/CNAGA-AV.ENG.REMO C.SILVA,1750,TOPOL SÃO SEBASTIÃO SP",12/01/2017,-
8505201,"DRF-LIMEIRA (NAC.RECOF,AD TEMP,DEP ESP)",26/01/2009,-
8555201,DRF-MARILIA_(NACIONALIZACAO RECOF),27/01/2010,-
8703201,EADI-RODRIMAR S/A-ROD.ANHANG.KM 312-JD.AER.RIBEIRAO PRETO/SP,12/01/2017,-
8753201,EADI-AUTOMOTIVE DIST.LOG.LTDA. S.JOSÉ DO RIO PRETO/SP,12/01/2017,-
8801101,AEROPORTO INTERNAC. ALFANDEGADO-INFRAERO S.J.DOS CAMPOS/SP,12/01/2017,-
8803201,"EADI-UNIVERSAL AR.GER.ALF.AV.GET.VARGAS 3151,J.LUIZA-JACAREI",12/01/2017,-
8807101,DEA - EMBRAER - SAO JOSE DOS CAMPOS/SP - EMPRESA BRASILEIRA DE AERONAUTICA - AV. ,26/01/2009,-
8813201,EADI - AURORA TERMINAIS E SERVIÇOS LTDA.-SOROCABA/SP,12/01/2017,-
8835201,"DRF-JUNDIAI (NAC. RECOF,AD.TEMP.,DES. ESP.)",26/01/2009,-
8853201,EADI-EADI TAUBATE LTDA-DISTR.IND.PIRACANGAGUA-TAUBATE/SP,12/01/2017,-
8855201,"DRF-TAUBATE (NAC.RECOF,AD TEMP,DEP ESP)",26/01/2009,-
8857101,"DEA-MINIST.DA DEFESA-COMANDO DO EXERCITO-D.LOG-ESTRADA DOS REMEDIOS S/N, ",12/01/2017,-
8875101,E.I.-CATERPILLAR BRASIL S/A - PIRACICABA/SP,26/01/2009,-
8875201,DRF-PIRACIABA RECOF - URF/ARF - IN 417 - NACIONALIZAÇÃO,26/01/2009,-
8888888,EST. EXPORTADOR - BRASILIA,08/09/2017,-
8888888,EST. EXPORTADOR - TAGUATINGA,08/09/2017,-
8888888,EST. EXPORTADOR - SOBRADINHO,08/09/2017,-
8888888,EST. EXPORTADOR - BRASILIA,08/09/2017,-
8888888,EST. EXPORTADOR - GOIANIA,08/09/2017,-
8888888,EST. EXPORTADOR - CATALAO,08/09/2017,-
8888888,EST. EXPORTADOR - CERES,08/09/2017,-
8888888,EST. EXPORTADOR - FORMOSA,08/09/2017,-
8888888,EST. EXPORTADOR - GOIAS,08/09/2017,-
8888888,EST. EXPORTADOR - ITUMBIARA,08/09/2017,-
8888888,EST. EXPORTADOR - JATAI,08/09/2017,-
8888888,EST. EXPORTADOR - LUZIANIA,08/09/2017,-
8888888,EST. EXPORTADOR - PORANGATU,08/09/2017,-
8888888,EST. EXPORTADOR - RIO VERDE,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LUIS DE MONTES BELOS,08/09/2017,-
8888888,EST. EXPORTADOR - URUACU,08/09/2017,-
8888888,EST. EXPORTADOR - CALDAS NOVAS,08/09/2017,-
8888888,EST. EXPORTADOR - ANAPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - CUIABA,08/09/2017,-
8888888,EST. EXPORTADOR - RONDONOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - BARRA DO GARCA,08/09/2017,-
8888888,EST. EXPORTADOR - ALTA FLORESTA,08/09/2017,-
8888888,EST. EXPORTADOR - SINOP,08/09/2017,-
8888888,EST. EXPORTADOR - TANGARA DA SERRA,08/09/2017,-
8888888,EST. EXPORTADOR - CACERES,08/09/2017,-
8888888,EST. EXPORTADOR - CAMPO GRANDE,08/09/2017,-
8888888,EST. EXPORTADOR - AQUIDAUANA,08/09/2017,-
8888888,EST. EXPORTADOR - DOURADOS,08/09/2017,-
8888888,EST. EXPORTADOR - NOVA ANDRADINA,08/09/2017,-
8888888,EST. EXPORTADOR - TRES LAGOAS,08/09/2017,-
