12/01/2018 04:13,,,
Código,Descrição,Início de Vigência,Fim de Vigência
8888888,EST. EXPORTADOR - UMUARAMA,08/09/2017,-
8888888,EST. EXPORTADOR - PARANAGUA,08/09/2017,-
8888888,EST. EXPORTADOR - FLORIANOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - ARARANGUA,08/09/2017,-
8888888,EST. EXPORTADOR - CRICIUMA,08/09/2017,-
8888888,EST. EXPORTADOR - TUBARAO,08/09/2017,-
8888888,EST. EXPORTADOR - LAGUNA,08/09/2017,-
8888888,EST. EXPORTADOR - JOINVILLE,08/09/2017,-
8888888,EST. EXPORTADOR - CANOINHAS,08/09/2017,-
8888888,EST. EXPORTADOR - JARAGUA DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - MAFRA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO BENTO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - JOACABA,08/09/2017,-
8888888,EST. EXPORTADOR - CACADOR,08/09/2017,-
8888888,EST. EXPORTADOR - CHAPECO,08/09/2017,-
8888888,EST. EXPORTADOR - CONCORDIA,08/09/2017,-
8888888,EST. EXPORTADOR - VIDEIRA,08/09/2017,-
8888888,EST. EXPORTADOR - XANXERE,08/09/2017,-
8888888,EST. EXPORTADOR - BLUMENAU,08/09/2017,-
8888888,EST. EXPORTADOR - BRUSQUE,08/09/2017,-
8888888,EST. EXPORTADOR - RIO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - TIMBO,08/09/2017,-
8888888,EST. EXPORTADOR - LAGES,08/09/2017,-
8888888,EST. EXPORTADOR - FLORIANO,08/09/2017,-
8888888,EST. EXPORTADOR - IMBITUBA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO FRANCISCO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - ITAJAI,08/09/2017,-
8888888,EST. EXPORTADOR - PORTO ALEGRE,08/09/2017,-
8888888,EST. EXPORTADOR - CANOAS,08/09/2017,-
8888888,EST. EXPORTADOR - GRAVATAI,08/09/2017,-
8888888,EST. EXPORTADOR - GUAIBA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANTONIO DA PATRULHA,08/09/2017,-
8888888,EST. EXPORTADOR - TORRES,08/09/2017,-
8888888,EST. EXPORTADOR - CAMAQUA,08/09/2017,-
8888888,EST. EXPORTADOR - VIAMAO,08/09/2017,-
8888888,EST. EXPORTADOR - TRAMANDAI,08/09/2017,-
8888888,EST. EXPORTADOR - PELOTAS,08/09/2017,-
8888888,EST. EXPORTADOR - CANGUCU,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LOURENCO DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - DOM PEDRITO,08/09/2017,-
8888888,EST. EXPORTADOR - CHUI,08/09/2017,-
8888888,EST. EXPORTADOR - JAGUARAO,08/09/2017,-
8888888,EST. EXPORTADOR - BAGE,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA MARIA,08/09/2017,-
8888888,EST. EXPORTADOR - CACHOEIRA DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - SANTIAGO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO GABRIEL,08/09/2017,-
8888888,EST. EXPORTADOR - CACAPAVA DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - ALEGRETE,08/09/2017,-
8888888,EST. EXPORTADOR - PASSO FUNDO,08/09/2017,-
8888888,EST. EXPORTADOR - CARAZINHO,08/09/2017,-
8888888,EST. EXPORTADOR - ERECHIM,08/09/2017,-
8888888,EST. EXPORTADOR - LAGOA VERMELHA,08/09/2017,-
8888888,EST. EXPORTADOR - CAXIAS DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - BENTO GONCALVES,08/09/2017,-
8888888,EST. EXPORTADOR - CANELA,08/09/2017,-
8888888,EST. EXPORTADOR - GUAPORE,08/09/2017,-
8888888,EST. EXPORTADOR - VACARIA,08/09/2017,-
8888888,EST. EXPORTADOR - VERANOPOLIS,08/09/2017,-
8888888,EST. EXPORTADOR - NOVO HAMBURGO,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LEOPOLDO,08/09/2017,-
8888888,EST. EXPORTADOR - TAQUARA,08/09/2017,-
8888888,EST. EXPORTADOR - SANTO ANGELO,08/09/2017,-
8888888,EST. EXPORTADOR - CRUZ ALTA,08/09/2017,-
8888888,EST. EXPORTADOR - IJUI,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA ROSA,08/09/2017,-
8888888,EST. EXPORTADOR - SAO LUIZ GONZAGA,08/09/2017,-
8888888,EST. EXPORTADOR - FREDERICO WESTPHALEN,08/09/2017,-
8888888,EST. EXPORTADOR - PALMEIRA DAS MISSOES,08/09/2017,-
8888888,EST. EXPORTADOR - MAUA,08/09/2017,-
8888888,EST. EXPORTADOR - PORTO XAVIER,08/09/2017,-
8888888,EST. EXPORTADOR - SANTA CRUZ DO SUL,08/09/2017,-
8888888,EST. EXPORTADOR - ENCANTADO,08/09/2017,-
8888888,EST. EXPORTADOR - LAJEADO,08/09/2017,-
8888888,EST. EXPORTADOR - MONTENEGRO,08/09/2017,-
8888888,EST. EXPORTADOR - RIO GRANDE,08/09/2017,-
8888888,EST. EXPORTADOR - MUNDO NOVO,01/01/2018,-
8888888,EST. EXPORTADOR - CORUMBA,01/01/2018,-
8888888,EST. EXPORTADOR - PONTA PORA,01/01/2018,-
8888888,EST. EXPORTADOR - BELA VISTA,01/01/2018,-
8888888,EST. EXPORTADOR - PORTO MURTINHO,01/01/2018,-
8888888,EST. EXPORTADOR - OBIDOS,01/01/2018,-
8888888,EST. EXPORTADOR - BELEM,01/01/2018,-
8888888,EST. EXPORTADOR - BELEM,01/01/2018,-
8888888,EST. EXPORTADOR - ITACOATIARA,01/01/2018,-
8888888,EST. EXPORTADOR - BRASILEIA,01/01/2018,-
8888888,EST. EXPORTADOR - FORTALEZA,01/01/2018,-
8888888,EST. EXPORTADOR - FORTALEZA,01/01/2018,-
8888888,EST. EXPORTADOR - PECEM,01/01/2018,-
8888888,EST. EXPORTADOR - SAO LUIS,01/01/2018,-
8888888,EST. EXPORTADOR - RECIFE,01/01/2018,-
8888888,EST. EXPORTADOR - GUARARAPES,01/01/2018,-
8888888,EST. EXPORTADOR - SUAPE,01/01/2018,-
8888888,EST. EXPORTADOR - SALVADOR,01/01/2018,-
8888888,EST. EXPORTADOR - SALVADOR,01/01/2018,-
8888888,EST. EXPORTADOR - BELO HORIZONTE,01/01/2018,-
8888888,EST. EXPORTADOR - CAPANEMA,01/01/2018,-
8888888,EST. EXPORTADOR - FOZ DO IGUACU,01/01/2018,-
8888888,EST. EXPORTADOR - GUAIRA,01/01/2018,-
8888888,EST. EXPORTADOR - SANTA HELENA,01/01/2018,-
8888888,EST. EXPORTADOR - CURITIBA,01/01/2018,-
8888888,EST. EXPORTADOR - DIONISIO CERQUEIRA,01/01/2018,-
8888888,EST. EXPORTADOR - SAO MIGUEL DOESTE,01/01/2018,-
8888888,EST. EXPORTADOR - FLORIANOPOLIS,01/01/2018,-
8888888,EST. EXPORTADOR - IMBITUBA,01/01/2018,-
8888888,EST. EXPORTADOR - URUGUAIANA,01/01/2018,-
8888888,EST. EXPORTADOR - ITAQUI,01/01/2018,-
8888888,EST. EXPORTADOR - SAO BORJA,01/01/2018,-
8888888,EST. EXPORTADOR - QUARAI,01/01/2018,-
8888888,EST. EXPORTADOR - PORTO ALEGRE,01/01/2018,-
8888888,EST. EXPORTADOR - CHUI,01/01/2018,-
8888888,EST. EXPORTADOR - SANTANA DO LIVRAMENTO,01/01/2018,-
8888888,EST. EXPORTADOR - PORTO ALEGRE,01/01/2018,-
8899801,NACIONALIZAÇÃO ADM. TEMP. (NOTICIA 82/06),16/07/2012,-
8911101,CONCESSIONÁRIA DO AEROPORTO INTERNACIONAL DE GUARULHOS S/A,25/01/2017,-
8916101,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA. - GUARULHOS/SP LOJA 1 - S.DE EMBARQUE ,26/01/2009,-
8916103,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA - GUARULHOS/SP - LOJA 3 - S. DE EMBARQUE ,26/01/2009,-
8916104,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA. - GUARULHOS/SP - LJ 4 - S. DE ,26/01/2009,-
8916105,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA - GUARULHOS/SP LJ 5 - S. DE DESEMBARQUE - ,26/01/2009,-
8916107,LOJA FRANCA-BRASIF DUTY FREE SHOP-AISP-GUARULHOS/SP,26/01/2009,-
8916109,LOJA FRANCA COMPL. - BRASIF DUTY FREE SHOP LTDA.,26/01/2009,-
8916110,LOJA FRANCA - DUFRY DO BRASIL DUTY FREE SHOP LTDA.,26/01/2009,-
8916111,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA,26/01/2009,-
8916113,LOJA FRANCA - BRASIF DUTY FREE SHOP LTDA,31/05/2012,-
8916114,LOJA FRANCA - REUAS JÓIAS E RELÓGIOS LTDA,31/05/2011,-
8916115,REUAS JÓIAS E RELÓGIOS LTDA,12/01/2017,-
8916116,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916117,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916118,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916119,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916120,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916121,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916122,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916123,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916124,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916125,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916126,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916127,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916128,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916129,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916130,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916131,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916132,DUFRY DO BRASIL DUTY FREE SHOP LTDA (DUFRY),09/05/2014,-
8916133,JÓIAS BRASILIS EXPORT-IMPORT LTDA,10/11/2014,-
8916134,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916135,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916136,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916137,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916138,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916139,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916140,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916141,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916142,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916143,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916144,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916145,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916146,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916147,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916148,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916149,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916150,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916151,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916152,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916153,DUFRY LOJAS FRANCAS LTDA,03/12/2014,-
8916154,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916155,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916156,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916157,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916158,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916159,DUFRY LOJAS FRANCAS LTDA.,09/06/2017,-
8916160,DUFRY LOJAS FRANCAS LTDA.,12/06/2017,-
8916161,DUFRY LOJAS FRANCAS LTDA.,12/06/2017,-
8917201,DEPOSITO AFIANCADO-AMERICAN AIRLINES INC-AISP/GUARULHOS/SP,26/01/2009,-
8917202,DEPOSITO AFIANCADO-AIR FRANCE-AISP/GUARULHOS/SP,26/01/2009,-
8917203,DEPOSITO AFIANCADO-DEUTSCHE LUFTHANSA-AISP/GUARULHOS/SP,26/01/2009,-
8917205,DEPOSITO AFIANCADO-TAP S/A-AISP/GUARULHOS/SP,26/01/2009,-
8917207,DEPOSITO AFIANCADO-UNITED AIRLINES INC-AISP/GUARULHOS/SP,26/01/2009,-
8917211,DEPOSITO AFIANCADO-AIR CANADA INT-AISP/GUARULHOS/SP,19/06/2012,-
8917212,DEP.AFIANCADO-SWISS. INTL AIR LINES AG,31/05/2012,-
8917213,DEPOSITO AFIANCADO-BRITISH AIRWAYS PLC-AISP/GUARULHOS/SP,26/01/2009,-
8917214,DEPOSITO AFIANCADO - AEROLINEAS ARGENTINAS S/A - GUARULHOS/SPAEROPORTO ,31/05/2012,-
8917215,DEPOSITO AFIANCADO-SOUTH AFRICAN AIRWAYS-AISP/GUARULHOS/SP,31/05/2012,-
8917216,DEP.AFIANCADO-ALITALIA COMPAGNIA AEREA ITALIANA S.P.A,31/05/2012,-
8917217,DEPOSITO AFIANCADO-TAM-AISP/GUARULHOS/SP,26/01/2009,-
8917218,DEPOSITO AFIANCADO-CONTINENTAL AIRLINES INC.,06/11/2015,-
8917220,DEPOSITO AFIANCADO-DELTA AIR LINE-AISP/GUARULHOS-S.PAULO/SP,26/01/2009,-
8917221,"DEPOSITO AFIANÇADO-KLM-TPS1,PISO TERREO FING1",03/07/2012,-
8917223,DEPOSITO AFIANCADO-AEROMEXICO S/A-AER.INT.S.PAULO-GUARULHOS,31/05/2012,-
8917224,DAF-COPA CIA PANAMENA DE AVIACION-A.I.SAO PAULO/GUARULHOS/SP,26/01/2009,-
8917226,DAF - TURKISH AIRLINES INC.,07/04/2009,-
8917227,DEP. AFIANÇADO - EMIRATES,07/08/2017,-
8917228,DEP. AFIANÇADO - IBERIA LINEAS AEREAS DE ESPAÑA S/A,08/06/2012,-
8917229,DEP. AFIANÇADO - KOREAN AIR LINES COMPANY LIMITED,08/06/2012,-
8917230,DEP. AFIANÇADO - LAN AIRLINES S/A,08/06/2012,-
8917231,DEP. AFIANÇADO - QATAR AIRWAYS,11/03/2013,-
8917232,DEP. AFIANÇADO - SINGAPORE AIRLINES LIMITED,08/06/2012,-
8917233,DEP. AFIANÇADO - SOCIETE AIR FRANCE,08/06/2012,-
8917234,DEP. AFIANÇADO - TRANS AMERICAN AIRLINES S/A TACA PERU,08/06/2012,-
8917235,DEP. AFIANCADO - AIR CANADA,19/06/2012,-
8917701,DEP. DE LJ FRANCA - BRASIF DUTY FREE SHOP LTDA-GUARULHOS/SP -AEROPORTO ,12/01/2017,-
8917702,DEP. LJ FRANCA - H. STERN COM. E IND. S/A - GUARULHOS/SP - AEROPORTO ,26/01/2009,-
8917703,DEPOSITO DE LOJA FRANCA-BRASIF DUTY FREE SHOP-AISP/GURAULHOS,26/01/2009,-
8917704,DEPóSITO - BRASIF DUTY FREE SHOP LTDA.,26/01/2009,-
8917706,DEPÓSITO_- REUAS JÓIAS E RELÓGIOS LTDA,31/05/2011,-
8917707,JÓIAS BRASILIS EXPORT-IMPORT LTDA,10/11/2014,-
8917708,DUFRY LOJAS FRANCAS LTDA,12/01/2017,-
8917709,DUFRY LOJAS FRANCAS LTDA,08/12/2014,-
8917710,DUFRY LOJAS FRANCAS LTDA,09/06/2017,-
8921101,AEROPORTOS BRASIL - VIRACOPOS S/A,12/01/2017,-
8922101,TERMINAL DE REMESSA EXPRESSA-DHL W. EXPRESS BRASIL LTDA.,23/11/2017,-
8922102,TERMINAL DE REMESSA EXPRESSA-UPS & CIA-AER.INT.VIRACOPOS/SP,12/01/2017,-
8922103,FEDERAL EXPRESS CORPORATION (FEDEX),12/01/2017,-
8923201,EADI ELOG SUDESTE S/A,12/01/2017,-
8923202,EADI-LIBRAPORT CAMPINAS-S/A-ALADINO SELMI-APARECIDA/CAMPINAS,13/06/2017,-
8926101,LOJA FRANCA - BRASIL DUTY FREE SHOP LTDA. - CAMPINAS/SP - AEROPORTO ,26/01/2009,-
8926102,DUFRY DO BRASIL DUTY FREE SHOP LTDA,02/07/2013,-
8926103,DUFRY DO BRASIL DUTY FREE SHOP LTDA,02/07/2013,-
8926104,DUFRY LOJAS FRANCAS LTDA.,12/01/2015,-
8926105,DUFRY LOJAS FRANCAS LTDA.,12/01/2015,-
8927202,DEPOSITO AFIANCADO-ABSA S/A-AEROP.INT.VIRACOPOS-CAMPINAS/SP,20/02/2013,-
8927203,DEPOSITO AFIANCADO-UNITED PARCEL SERVICE-A.I. VIRACOPOS/SP,26/01/2009,-
8927204,DEPÓSITO AFIANçADO - AMERICAN AIRLINES INC,28/11/2014,-
8927205,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,20/05/2015,-
8927701,DUFRY DO BRASIL DUTY FREE SHOP LTDA,02/07/2013,-
8927702,DUFRY LOJAS FRANCAS LTDA.,12/01/2015,-
8931301,CODESP - CAIS PUBLICO,13/06/2017,-
8931304,INSTAL.PORT.MAR.- USO PRIV. - TERMARES TER.MAR.ESPECIALIZADO,13/06/2017,-
8931305,INSTALACAO PORT.PRIV.PUBLICO - TRASNBRASA-TRANSITARIA DE CAR,13/06/2017,-
8931308,INST.PORT.MAR.ALF.-USO PúBLICO_- DEICMAR SA,04/09/2017,-
8931309,INST.PORT.MAR.ALF. - USO PùBLICO - LOCALFRIO SA,13/06/2017,-
8931310,INST.PORT.MAR.ALF-USO PUBLICO-LIBRA S/A-PORTO DE SANTOS/SP,26/01/2009,-
8931311,ELEVAÇÕES PORTUÁRIAS S/A,13/06/2017,-
8931312,INST.PORT.MAR.ALF.USO PUBL.LIBRA TERMINAL 35 S/A - SANTOS/SP,13/06/2017,-
8931316,INST.PORT.MAR.ALF.USO PUBLICO-NST TERM.LOG.S/A-PT.SANTOS/SP,13/06/2017,-
8931317,INST.PORT.MAR.ALF-USO PUBLICO-FÍBRIA TERMINAL PORTUÁRIO S/A,13/06/2017,-
8931318,ECOPORTO SANTOS S/A (PáTIO 1),13/06/2017,-
8931319,INST.PORT.MAR.ALF-USO PUBL.CIA.BANDERANTES-PT.DE SANTOS/SP,13/06/2017,-
8931320,INST.PORT.MAR.ALF.USO PUBLICO-CITROSUCO S/A-PT. DE SANTOS/SP,13/06/2017,-
8931321,INST.MAR.ALF.USO PUBLICO-ADM EXP.IMP._S/A-PORTO DE SANTOS/SP,13/06/2017,-
8931322,INST.PORT.MAR.ALF-USO PUBLICO-TRANSPETRO S/A-PT.SANTOS/SP,13/06/2017,-
8931324,INST.PORT.MAR.ALF-USO PUBLICO-T.GRAO S/A-PT. DE SANTOS/SP,13/06/2017,-
8931333,INST.PORT.MAR.ALF.USO PUBLICO-TEAG LTDA-GUARUJA/SP,13/06/2017,-
8931335,INST.PORT.MAR.ALF.USO PUBLICO-TERM.MAR.DO VALONGO S/A-SANTOS,04/09/2017,-
8931339,ECOPORTO SANTOS S.A. (PáTIO 2),13/06/2017,-
8931340,AGEO NORTE TERMINAIS E ARMAZENS GERAIS S.A,13/06/2017,-
8931341,INS.POR.MAR.ALF.U.PUB.-ARM.IIIEVIII-RODRIMAR S/A,13/06/2017,-
8931342,INST.PORT.MAR.ALF.USO PUBLICO-MARIMEX LTDA.-ARM.XXIV/PVP-SAN,13/06/2017,-
8931345,ECOPORTO SANTOS S.A. (PáTIO 3),13/06/2017,-
8931346,INS.PRO.MAR.ALF.U.PUB.-TERMINAL XXXIX DE SANTOS S/A,13/06/2017,-
8931347,INST.PORT.MAR.ALF.PUBL.-TERMAG-TERMINAL MARITINO DO GUARUJA,13/06/2017,-
8931348,INST.PORT.MAR.ALF.PUBL.-TERMINAL DE GRANEIS DO GUARUJA SA,13/06/2017,-
8931349,INST.PORT.MAR.ALF.PUBL. ADONAI QUIMICAS/A,13/06/2017,-
8931350,INST.PORT.MARITIMA_ALF. PULICO - PEROLA S/A,13/06/2017,-
8931351,CEREAL SUL TERMINAL MARITIMO S/A,13/06/2017,-
8931352,LIBRA TERMINAIS S/A,13/06/2017,-
8931353,UNION ARMAZENAGEM E OPERAÇÕES PORTUÁRIAS,13/06/2017,-
8931354,INST.PORTUARIA PUBLICA-TEG-TERMINAL EXP.DO GUARUJA,13/06/2017,-
8931355,INST.PORTUARIA_PUBLICA - TERMINAL 12 A S/A,13/06/2017,-
8931356,INST. PORTUARIA PUBLICA - SANTOS BRASIL PARTCIPAÇÕES SA,13/06/2017,-
8931357,RODRIMAR S/A TERMINAIS PORTUÁRIOS E ARMAZÉNS GERAIS,13/06/2017,-
8931358,RISHIS EMPREENDIMENTOS E PARTICIPAÇÕES S/A,13/06/2017,-
8931359,BRASIL TERMINAL PORTUÁRIO S/A,13/06/2017,-
8931360,TES - TERMINAL EXPORTADOR DE SANTOS S/A,19/10/2017,-
8931401,USINAS SID. DE MINAS GERAIS-USIMINAS-PIACAGUERA - CUBATAO/SP INSTALACAO ,13/06/2017,-
8931402,ULTRAFERTIL S/A - CUBATAO/GUARUJA - I.DO CARDOSO - SANTOS/SP RODOVIA SP 55 - ,13/06/2017,-
8931403,INST.PORT.MAR.ALF.USO PRIVAT.CIA AUX.ARM.GERAIS-PT.SANTOS/SP,13/06/2017,-
8931404,EMBRAPORT- EMPRESA BRASILEIRA DE TERMINAIS PORTUáRIOS S/A,21/08/2017,-
8932206,TANQUE - GRANEL QUIMICA - ILHA DE BARNABE - SANTOS/SP,13/06/2017,-
8932208,TANQUE - STOLTHAVEN LTDA. - ALEMOA - SANTOS/SP,13/06/2017,-
8932209,TANQUE - SUCOCITRICO CUTRALE LTDA - SANTOS/SP -,13/06/2017,-
8932212,TANQUE ALFANDEGADO-VOPAK BRASTERMINAIS ARMAZENS GERAIS S/A ALEMOA - ,13/06/2017,-
8932213,TANQUE ALFANDEGADO-BUNGE ALIMENTOS S/A-PORTO DE SANTOS/SP,13/06/2017,-
8932215,TANQUE ALFANDEGADO-MOINHO PACIFICO LTDA.-SANTOS/SP,13/06/2017,-
8932216,TERMINAL QUÍMICO DE ARATU S/A - TEQUIMAR,13/06/2017,-
8932217,NEVES E MARINHEIRO LTDA,13/06/2017,-
8932218,AGEO TERMINAIS E ARMAZENS GERAIS S/A,23/11/2017,-
8932220,TANQUE ALFANDEGADO - CITROSUCO S/A AGROINDÚSTRIA,13/06/2017,-
8932706,REDEX-ARMAZENS GERAIS FASSINA-ALEMOA-SANTOS/SP,13/06/2017,-
8932707,REDEX-ARMAZENS GERAIS FASSINA-CONCEICAOZINHA-GUARUJA/SP,13/06/2017,-
8932709,"REDEX-S. MAGALHAES S/A, LOGíSTICA EM COMéRCIO EXTERIOR",13/06/2017,-
8932710,"REDEX-S. MAGALHAES S/A, LOGíSTICA EM COMéRCIO EXTERIOR",13/06/2017,-
8932711,REDEX-COTES ARM.GERAIS LTDA.-PAQUETA-SANTOS/SP,13/06/2017,-
8932714,REDEX-ALAMO ARMAZENS GERAIS LTDA.-CHICO DE PAULA-SANTOS/SP,13/06/2017,-
8932720,REDEX-GRIEG RETROPORTO LTDA-CONCEICAOZINHA-GUARUJA/SP,13/06/2017,-
8932722,REDEX-ESTRELA LOGISTICA E TRANPORTES LTDA,13/06/2017,-
8932724,REDEX-HIPERCON TERMINAIS DE CARGAS LTDA-ALEMOA-SANTOS/SP,13/06/2017,-
8932740,REDEX - JY POTENCIAL TERMINAIS & SERVICOS DE CONTAINERS LTDA,13/06/2017,-
8932741,REDEX - DALASTRA MONITORAMENTO DE CARGAS E TRANSPORTES LTDA.,05/10/2017,-
8932747,REDEX - ALAMO ARMAZENS GERAIS LTDA,13/06/2017,-
8932750,REDEX - TRANSMODAL LOGISTICA LTDA,13/06/2017,-
8932752,REDEX - S.MAGALHAES S/A-LOGÍSTICA EM COMÉRCIO EXTERIOR,13/06/2017,-
8932754,REDEX - TRANSPORTES DELLA VOLPE S.A. COMERCIO E INDUSTRIA,13/06/2017,-
8932758,REDEX - BRADO LOGISTICA S/A,13/06/2017,-
8932759,DEICMAR S/A,13/06/2017,-
8932760,COMPANHIA BANDEIRANTES DE ARMAZÉNS GERAIS,13/06/2017,-
8932761,JBS S/A.,13/06/2017,-
8932762,SATEL DE SANTOS TRANSPORTES LTDA. EPP,13/06/2017,-
8932764,REDEX - LIBRA TERMINAL VALONGO,13/06/2017,-
8932766,HIPERCON TERMINAIS DE CARGA LTDA,13/06/2017,-
8932768,TSL - TRANSPORTES SCATUZZI LTDA,13/06/2017,-
8932770,ECOPATIO LOGISTICA CUBATAO LTDA,13/06/2017,-
8932773,REDEX - ISIS TRANSPORTES E LOCAÇÃO LTDA,13/06/2017,-
8932774,REDEX - DINAMO ARMAZÉNS LTDA,13/06/2017,-
8932775,SIGMA TRANSPORTES E LOGÍSTICA LTDA,13/06/2017,-
8932776,REDEX - ADEZAN INDÚSTRIA DE EMBALAGENS E SERVIÇOS LTDA,13/06/2017,-
8932777,CONLOG-CONCÓRDIA LOGÍSTICA S/A,13/06/2017,-
8932778,PAULISTA TERMINAL RETROPORTUÁRIO LTDA - REDEX,13/06/2017,-
8932782,REDEX - TRANSMODAL LOGÍSTICA LTDA.,13/06/2017,-
8932784,REDEX - MSC MEDITERRANEAN LOGÍSTICA LTDA,13/06/2017,-
8932785,SERRA & MARQUES LTDA,13/06/2017,-
8932786,REDEX - JOSELITO FRANCISCO ZORECK - ME,13/11/2015,-
8932787,REDEX - YOUGO TERMINAIS PORTUÁRIOS LTDA.,13/06/2017,-
8932788,ISIS TRANSPORTES E LOCAÇÂO EIRELI,19/10/2017,-
8933001,LOCALFRIO SA ARMAZÉNS GERAIS E FRIGORÍFICOS,19/10/2017,-
8933201,CLIA ELOG SUDESTE S/A,13/06/2017,-
8933202,EUDMARCO S/A SERVIÇOS E COMÉRCIO INTERNACIONAL,13/06/2017,-
8933203,SANTOS BRASIL LOGÍSTICA S/A - GUARUJA,13/06/2017,-
8933204,SANTOS BRASIL LOGÍSTICA S/A,13/06/2017,-
8933206,CLIA - DEICMAR S/A - ALEMOA - SANTOS/SP,13/06/2017,-
8933801,DOW BRASIL SUDESTE INDUSTRIAL LTDA,13/06/2017,-
8942001,RPI - SETOR DE ENCOM. INTENAC. DA ECT - SAO PAULO/SP,12/01/2017,-
8943201,EADI - PLAN SERVICE LTDA - GUARULHOS/SP - TERMINAL INTERMODAL DE CARGAS ,17/08/2017,-
8943202,"EADI-CNAGA-AV.NAçOES UNIDAS,22452,ST.AMARO - SAO PAULO/SP",12/01/2017,-
8943203,"EADI-ARM.GER.COLUMBIA-AV.PRES.WILSON,2280/2300/2320-S.PAULO",12/01/2017,-
8943204,"EADI-EMBRAGEN-AV.MACKENZIE,137,JAGUARE-SAO PAULO/SP",12/01/2017,-
8943206,EADI - AGESBEC,12/01/2017,-
8943207,"EADI-CRAGEA-ROD.INDIO TIBIRIçA,KM 58,PALMEIRAS-SUZANO/SP",12/01/2017,-
