12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
61123900,De outras matérias têxteis,13/03/2007,-
61124100,De fibras sintéticas,13/03/2007,-
61124900,De outras matérias têxteis,13/03/2007,-
61130000,Vestuário confeccionado com tecidos de malha das,13/03/2007,-
61141000,De lã ou de pêlos finos,13/03/2007,-
61142000,De algodão,13/03/2007,-
61143000,De fibras sintéticas ou artificiais,13/03/2007,-
61149000,De outras matérias têxteis,13/03/2007,-
61149010,De lã ou de pêlos finos,01/01/2008,-
61149090,Outros,01/01/2008,-
61151010,Meias de fibras sintéticas para varizes,01/01/2008,-
61151090,Outras,01/01/2008,-
61151100,"De fibras sintéticas, de título inferior a 67",13/03/2007,-
61151200,"De fibras sintéticas, de título igual ou superior",13/03/2007,-
61151910,De lã ou de pêlos finos,13/03/2007,-
61151990,Outras,13/03/2007,-
61152010,De fibras sintéticas ou artificiais,13/03/2007,-
61152090,Outros,13/03/2007,-
61152100,"De fibras sintéticas, de título inferior a 67 decitex, por fio simples",01/01/2008,-
61152200,"De fibras sintéticas, de título igual ou superior a 67 decitex, por fio simples",01/01/2008,-
61152910,De lã ou de pêlos finos,01/01/2008,-
61152990,Outras,01/01/2008,-
61153010,De fibras sintéticas ou artificiais,01/01/2008,-
61153090,Outras,01/01/2008,-
61159100,De lã ou de pêlos finos,13/03/2007,-
61159200,De algodão,13/03/2007,-
61159310,Meias para varizes,13/03/2007,-
61159390,Outros,13/03/2007,-
61159400,De lã ou de pêlos finos,01/01/2008,-
61159500,De algodão,01/01/2008,-
61159600,De fibras sintéticas,01/01/2008,-
61159910,De fibras artificiais,13/03/2007,-
61159990,Outros,13/03/2007,-
61161000,"Impregnadas, revestidas ou recobertas, de",13/03/2007,-
61169100,De lã ou de pêlos finos,13/03/2007,-
61169200,De algodão,13/03/2007,-
61169300,De fibras sintéticas,13/03/2007,-
61169900,De outras matérias têxteis,13/03/2007,-
61171000,"Xales, echarpes, lenços de pescoço, cachenês,",13/03/2007,-
61172000,"Gravatas, gravatas-borboletas (laços*) e plastrons",13/03/2007,-
61178000,Outros acessórios,13/03/2007,-
61178010,"Gravatas, gravatas-borboletas (laços*) e plastrons",01/01/2008,-
61178090,Outros,01/01/2008,-
61179000,Partes,13/03/2007,-
62011100,De lã ou de pêlos finos,13/03/2007,-
62011200,De algodão,13/03/2007,-
62011300,De fibras sintéticas ou artificiais,13/03/2007,-
62011900,De outras matérias têxteis,13/03/2007,-
62019100,De lã ou de pêlos finos,13/03/2007,-
62019200,De algodão,13/03/2007,-
62019300,De fibras sintéticas ou artificiais,13/03/2007,-
62019900,De outras matérias têxteis,13/03/2007,-
62021100,De lã ou de pêlos finos,13/03/2007,-
62021200,De algodão,13/03/2007,-
62021300,De fibras sintéticas ou artificiais,13/03/2007,-
62021900,De outras matérias têxteis,13/03/2007,-
62029100,De lã ou de pêlos finos,13/03/2007,-
62029200,De algodão,13/03/2007,-
62029300,De fibras sintéticas ou artificiais,13/03/2007,-
62029900,De outras matérias têxteis,13/03/2007,-
62031100,De lã ou de pêlos finos,13/03/2007,-
62031200,De fibras sintéticas,13/03/2007,-
62031910,De algodão,13/03/2007,-
62031920,De fibras artificiais,13/03/2007,-
62031990,Outros,13/03/2007,-
62032100,De lã ou de pêlos finos,13/03/2007,-
62032200,De algodão,13/03/2007,-
62032300,De fibras sintéticas,13/03/2007,-
62032910,De fibras artificiais,13/03/2007,-
62032920,De lã ou de pêlos finos,01/01/2008,-
62032990,Outros,13/03/2007,-
62033100,De lã ou de pêlos finos,13/03/2007,-
62033200,De algodão,13/03/2007,-
62033300,De fibras sintéticas,13/03/2007,-
62033910,De fibras artificiais,13/03/2007,-
62033990,Outros,13/03/2007,-
62034100,De lã ou de pêlos finos,13/03/2007,-
62034200,De algodão,13/03/2007,-
62034300,De fibras sintéticas,13/03/2007,-
62034910,De fibras artificiais,13/03/2007,-
62034990,Outros,13/03/2007,-
62041100,De lã ou de pêlos finos,13/03/2007,-
62041200,De algodão,13/03/2007,-
62041300,De fibras sintéticas,13/03/2007,-
62041910,De fibras artificiais,13/03/2007,-
62041990,Outros,13/03/2007,-
62042100,De lã ou de pêlos finos,13/03/2007,-
62042200,De algodão,13/03/2007,-
62042300,De fibras sintéticas,13/03/2007,-
62042910,De fibras artificiais,13/03/2007,-
62042990,Outros,13/03/2007,-
62043100,De lã ou de pêlos finos,13/03/2007,-
62043200,De algodão,13/03/2007,-
62043300,De fibras sintéticas,13/03/2007,-
62043910,De fibras artificiais,13/03/2007,-
62043990,Outros,13/03/2007,-
62044100,De lã ou de pêlos finos,13/03/2007,-
62044200,De algodão,13/03/2007,-
62044300,De fibras sintéticas,13/03/2007,-
62044400,De fibras artificiais,13/03/2007,-
62044900,De outras matérias têxteis,13/03/2007,-
62045100,De lã ou de pêlos finos,13/03/2007,-
62045200,De algodão,13/03/2007,-
62045300,De fibras sintéticas,13/03/2007,-
62045910,De fibras artificiais,13/03/2007,-
62045990,Outras,13/03/2007,-
62046100,De lã ou de pêlos finos,13/03/2007,-
62046200,De algodão,13/03/2007,-
62046300,De fibras sintéticas,13/03/2007,-
62046910,De fibras artificiais,13/03/2007,-
62046990,Outros,13/03/2007,-
62051000,De lã ou de pêlos finos,13/03/2007,-
62052000,De algodão,13/03/2007,-
62053000,De fibras sintéticas ou artificiais,13/03/2007,-
62059000,De outras matérias têxteis,13/03/2007,-
62059010,De lã ou de pêlos finos,01/01/2008,-
62059090,Outras,01/01/2008,-
62061000,De seda ou de desperdícios de seda,13/03/2007,-
62062000,De lã ou de pêlos finos,13/03/2007,-
62063000,De algodão,13/03/2007,-
62064000,De fibras sintéticas ou artificiais,13/03/2007,-
62069000,De outras matérias têxteis,13/03/2007,-
62071100,De algodão,13/03/2007,-
62071910,De fibras sintéticas,13/03/2007,-
62071990,Outros,13/03/2007,-
62072100,De algodão,13/03/2007,-
62072200,De fibras sintéticas ou artificiais,13/03/2007,-
62072900,De outras matérias têxteis,13/03/2007,-
62079100,De algodão,13/03/2007,-
62079200,De fibras sintéticas ou artificiais,13/03/2007,-
62079900,De outras matérias têxteis,13/03/2007,-
62079910,De fibras sintéticas ou artificiais,01/01/2008,-
62079990,Outros,01/01/2008,-
62081100,De fibras sintéticas ou artificiais,13/03/2007,-
62081910,De algodão,13/03/2007,-
62081990,Outros,13/03/2007,-
62082100,De algodão,13/03/2007,-
62082200,De fibras sintéticas ou artificiais,13/03/2007,-
62082900,De outras matérias têxteis,13/03/2007,-
62089100,De algodão,13/03/2007,-
62089200,De fibras sintéticas ou artificiais,13/03/2007,-
62089900,De outras matérias têxteis,13/03/2007,-
62091000,De lã ou de pêlos finos,13/03/2007,-
62092000,De algodão,13/03/2007,-
62093000,De fibras sintéticas,13/03/2007,-
62099010,De fibras artificiais,13/03/2007,-
62099020,De lã ou de pêlos finos,01/01/2008,-
62099090,Outros,13/03/2007,-
62101000,Com as matérias das posições 56.02 ou 56.03,13/03/2007,-
62102000,"Outro vestuário, dos tipos abrangidos pelas",13/03/2007,-
62103000,"Outro vestuário, dos tipos abrangidos pelas",13/03/2007,-
62104000,Outro vestuário de uso masculino,13/03/2007,-
62105000,Outro vestuário de uso feminino,13/03/2007,-
62111110,De algodão,13/03/2007,-
62111120,De fibras sintéticas ou artificiais,13/03/2007,-
62111190,Outros,13/03/2007,-
62111210,De algodão,13/03/2007,-
62111220,De fibras sintéticas ou artificiais,13/03/2007,-
62111290,Outros,13/03/2007,-
62112000,"Macacões (fatos-macacos*) e conjuntos, de esqui",13/03/2007,-
62113100,De lã ou de pêlos finos,13/03/2007,-
62113200,De algodão,13/03/2007,-
62113300,De fibras sintéticas ou artificiais,13/03/2007,-
62113900,De outras matérias têxteis,13/03/2007,-
62113910,De lã ou de pêlos finos,01/01/2008,-
62113990,Outros,01/01/2008,-
62114100,De lã ou de pêlos finos,13/03/2007,-
62114200,De algodão,13/03/2007,-
62114300,De fibras sintéticas ou artificiais,13/03/2007,-
62114900,De outras matérias têxteis,13/03/2007,-
62121000,"Sutiãs e ""bustiers"" (""soutiens"" de cós alto*)",13/03/2007,-
62122000,Cintas e cintas-calças,13/03/2007,-
62123000,"Modeladores de torso inteiro (cintas-""soutiens""*)",13/03/2007,-
62129000,Outros,13/03/2007,-
62131000,De seda ou de desperdícios de seda,13/03/2007,-
62132000,De algodão,13/03/2007,-
62139000,De outras matérias têxteis,13/03/2007,-
62139010,De seda ou de desperdícios de seda,01/01/2008,-
62139090,Outros,01/01/2008,-
62141000,De seda ou de desperdícios de seda,13/03/2007,-
62142000,De lã ou de pêlos finos,13/03/2007,-
62143000,De fibras sintéticas,13/03/2007,-
62144000,De fibras artificiais,13/03/2007,-
62149000,De outras matérias têxteis,13/03/2007,-
62151000,De seda ou de desperdícios de seda,13/03/2007,-
62152000,De fibras sintéticas ou artificiais,13/03/2007,-
62159000,De outras matérias têxteis,13/03/2007,-
62160000,"Luvas, mitenes e semelhantes.",13/03/2007,-
62171000,Acessórios,13/03/2007,-
62179000,Partes,13/03/2007,-
63011000,"Cobertores e mantas, elétricos",13/03/2007,-
63012000,"Cobertores e mantas (exceto os elétricos), de lã",13/03/2007,-
63013000,"Cobertores e mantas (exceto os elétricos), de",13/03/2007,-
63014000,"Cobertores e mantas (exceto os elétricos), de",13/03/2007,-
63019000,Outros cobertores e mantas,13/03/2007,-
63021000,"Roupas de cama, de malha",13/03/2007,-
63022100,De algodão,13/03/2007,-
63022200,De fibras sintéticas ou artificiais,13/03/2007,-
63022900,De outras matérias têxteis,13/03/2007,-
63023100,De algodão,13/03/2007,-
63023200,De fibras sintéticas ou artificiais,13/03/2007,-
63023900,De outras matérias têxteis,13/03/2007,-
63024000,"Roupas de mesa, de malha",13/03/2007,-
63025100,De algodão,13/03/2007,-
63025200,De linho,13/03/2007,-
63025300,De fibras sintéticas ou artificiais,13/03/2007,-
63025900,De outras matérias têxteis,13/03/2007,-
63025910,De linho,01/01/2008,-
63025990,Outras,01/01/2008,-
63026000,"Roupas de toucador ou de cozinha, de tecidos",13/03/2007,-
63029100,De algodão,13/03/2007,-
63029200,De linho,13/03/2007,-
63029300,De fibras sintéticas ou artificiais,13/03/2007,-
63029900,De outras matérias têxteis,13/03/2007,-
63029910,De linho,01/01/2008,-
63029990,Outras,01/01/2008,-
63031100,De algodão,13/03/2007,-
63031200,De fibras sintéticas,13/03/2007,-
63031900,De outras matérias têxteis,13/03/2007,-
63031910,De algodão,01/01/2008,-
63031990,Outros,01/01/2008,-
63039100,De algodão,13/03/2007,-
63039200,De fibras sintéticas,13/03/2007,-
63039900,De outras matérias têxteis,13/03/2007,-
63041100,De malha,13/03/2007,-
63041900,Outras,13/03/2007,-
63049100,De malha,13/03/2007,-
63049200,"De algodão, exceto de malha",13/03/2007,-
63049300,"De fibras sintéticas, exceto de malha",13/03/2007,-
63049900,"De outras matérias têxteis, exceto de malha",13/03/2007,-
63051000,De juta ou de outras fibras têxteis liberianas da,13/03/2007,-
63052000,De algodão,13/03/2007,-
63053200,Contêineres flexíveis para produtos a granel,13/03/2007,-
63053300,"Outros, obtidos a partir de lâminas ou formas",13/03/2007,-
63053900,Outros,13/03/2007,-
63059000,De outras matérias têxteis,13/03/2007,-
63061100,De algodão,13/03/2007,-
63061200,De fibras sintéticas,13/03/2007,-
63061900,De outras matérias têxteis,13/03/2007,-
63061910,De algodão,01/01/2008,-
63061990,Outros,01/01/2008,-
63062100,De algodão,13/03/2007,-
63062200,De fibras sintéticas,13/03/2007,-
63062900,De outras matérias têxteis,13/03/2007,-
63062910,De algodão,01/01/2008,-
63062990,Outras,01/01/2008,-
63063010,De fibras sintéticas,01/01/2008,-
63063090,De outras matérias têxteis,01/01/2008,-
63063100,De fibras sintéticas,13/03/2007,-
63063900,De outras matérias têxteis,13/03/2007,-
63064000,Colchões pneumáticos,01/01/2008,-
63064100,De algodão,13/03/2007,-
63064900,De outras matérias têxteis,13/03/2007,-
63069100,De algodão,13/03/2007,-
63069900,De outras matérias têxteis,13/03/2007,-
63071000,"Rodilhas, esfregões, panos de prato ou de cozinha,",13/03/2007,-
63072000,Cintos e coletes salva-vidas,13/03/2007,-
63079000,Outros,13/03/2007,-
63080000,"Sortidos constituídos de cortes de tecido e fios,",13/03/2007,-
63090000,"Artefatos de matérias têxteis, calçados, chapéus e",13/03/2007,-
63101000,Escolhidos,13/03/2007,-
63109000,Outros,13/03/2007,-
64011000,Calçados com biqueira protetora de metal,13/03/2007,-
64019100,Cobrindo o joelho,13/03/2007,-
64019200,"Cobrindo o tornozelo, mas não o joelho",13/03/2007,-
64019900,Outros,13/03/2007,-
64019910,Cobrindo o joelho,01/01/2008,-
64019990,Outros,01/01/2008,-
64021200,Calçados para esqui e para surfe de neve,13/03/2007,-
64021900,Outros,13/03/2007,-
64022000,Calçados com parte superior em tiras ou correias,13/03/2007,-
64023000,"Outros calçados, com biqueira protetora de metal",13/03/2007,-
64029100,Cobrindo o tornozelo,13/03/2007,-
64029110,Com biqueira protetora de metal,01/01/2008,-
64029190,Outros,01/01/2008,-
64029900,Outros,13/03/2007,-
64029910,Com biqueira protetora de metal,01/01/2008,-
64029990,Outros,01/01/2008,-
64031200,Calçados para esqui e para surfe de neve,13/03/2007,-
64031910,Com sola exterior de couro natural ou,13/03/2007,-
64031990,Outros,13/03/2007,-
64032000,Calçados com sola exterior de couro natural e,13/03/2007,-
64033000,"Calçados com sola de madeira, desprovidos de",13/03/2007,-
64034010,Com sola exterior de couro natural ou,13/03/2007,-
64034090,Outros,13/03/2007,-
64035100,Cobrindo o tornozelo,13/03/2007,-
64035900,Outros,13/03/2007,-
64039100,Cobrindo o tornozelo,13/03/2007,-
64039110,"Com sola de madeira, desprovidos de palmilhas e de biqueira protetora de metal",01/01/2008,-
64039190,Outros,01/01/2008,-
64039900,Outros,13/03/2007,-
64039910,"Com sola de madeira, desprovidos de palmilhas e de biqueira protetora de metal",01/01/2008,-
64039990,Outros,01/01/2008,-
64041100,"Calçados para esporte; calçados para tênis,",13/03/2007,-
64041900,Outros,13/03/2007,-
64042000,Calçados com sola exterior de couro natural ou,13/03/2007,-
64051010,Com sola exterior de madeira ou de cortiça,13/03/2007,-
64051020,Com sola exterior de borracha ou plástico,13/03/2007,-
64051030,Com sola exterior de couro natural ou,13/03/2007,-
64051040,Com sola exterior de outras matérias,13/03/2007,-
64052010,Com sola exterior de madeira ou de cortiça,13/03/2007,-
64052020,Com sola exterior de outras matérias,13/03/2007,-
64059010,Com sola exterior de borracha ou plástico,13/03/2007,-
64059020,Com sola exterior de couro natural ou,13/03/2007,-
64059030,Com sola exterior de madeira ou de cortiça,13/03/2007,-
64059040,Com sola exterior de outras matérias,13/03/2007,-
64061000,"Partes superiores de calçados e seus componentes,",13/03/2007,-
64062000,"Solas exteriores e saltos, de borracha ou plástico",13/03/2007,-
64069100,De madeira,13/03/2007,-
64069910,"Partes de calçados; palmilhas amovíveis, reforços",13/03/2007,-
64069920,"Polainas e artefatos semelhantes, e suas partes",13/03/2007,-
65010010,Esboços não enformados na copa nem na aba,13/03/2007,-
65010090,Outros,13/03/2007,-
65020010,"De palha ""toquilla"" ou de palha ""mocora""",13/03/2007,-
65020090,Outros,13/03/2007,-
65030000,"Chapéus e outros artefatos de uso semelhante, de",13/03/2007,-
65040000,"Chapéus e outros artefatos de uso semelhante,",13/03/2007,-
65051000,"Coifas e redes, para o cabelo",13/03/2007,-
65059000,Outros,13/03/2007,-
65059010,"Chapéus e outros artefatos de uso semelhante, de feltro, obtidos a partir dos esboços ou discos da posição 65.01, mesmo guarnecidos",01/01/2008,-
65059090,Outros,01/01/2008,-
65061000,"Capacetes e artefatos de uso semelhante, de",13/03/2007,-
65069100,De borracha ou de plástico,13/03/2007,-
65069200,De peleteria (peles com pêlo*) natural,13/03/2007,-
65069900,De outras matérias,13/03/2007,-
65070000,"Tiras para guarnição interior, forros, capas,",13/03/2007,-
66011000,Guarda-sóis de jardim e artefatos semelhantes,13/03/2007,-
66019110,Guarda-chuvas,13/03/2007,-
66019190,Outros,13/03/2007,-
66019910,Guarda-chuvas,13/03/2007,-
66019990,Outros,13/03/2007,-
66020000,"Bengalas, bengalas-assentos, chicotes, rebenques e",13/03/2007,-
66031000,"Punhos, cabos e castões",13/03/2007,-
66032000,"Armações montadas, mesmo com hastes ou cabos, para",13/03/2007,-
66039000,Outros,13/03/2007,-
67010000,"Peles e outras partes de aves, com suas penas ou",13/03/2007,-
67021000,De plástico,13/03/2007,-
67029000,De outras matérias,13/03/2007,-
67030000,"Cabelos dispostos no mesmo sentido, adelgaçados,",13/03/2007,-
67041100,Perucas completas,13/03/2007,-
67041900,Outros,13/03/2007,-
67042000,De cabelo,13/03/2007,-
67049000,De outras matérias,13/03/2007,-
68010000,"Pedras para calcetar, meios-fios e placas (lajes)",13/03/2007,-
68021000,"Ladrilhos, cubos, pastilhas e artigos semelhantes,",13/03/2007,-
68022100,"Mármore, travertino e alabastro",13/03/2007,-
68022200,Outras pedras calcárias,13/03/2007,-
68022300,Granito,13/03/2007,-
68022900,Outras pedras,13/03/2007,-
68022910,Calcárias,01/01/2008,-
68022990,Outras,01/01/2008,-
68029100,"Mármore, travertino e alabastro",13/03/2007,-
68029200,Outras pedras calcárias,13/03/2007,-
68029300,Granito,13/03/2007,-
68029900,Outras pedras,13/03/2007,-
68030000,Ardósia natural trabalhada e obras de ardósia,13/03/2007,-
68041000,Mós para moer ou desfibrar,13/03/2007,-
68042100,"De diamante natural ou sintético, aglomerado",13/03/2007,-
68042210,De abrasivos aglomerados,13/03/2007,-
68042220,De cerâmica,13/03/2007,-
68042300,De pedras naturais,13/03/2007,-
68043000,"Pedras para amolar ou para polir, manualmente",13/03/2007,-
68051000,Aplicados apenas sobre tecidos de matérias têxteis,13/03/2007,-
68052000,Aplicados apenas sobre papel ou cartão,13/03/2007,-
68053000,Aplicados sobre outras matérias,13/03/2007,-
68061000,"Lãs de escórias de altos-fornos, de outras",13/03/2007,-
68062000,"Vermiculita e argilas, expandidas, espuma de",13/03/2007,-
68069000,Outros,13/03/2007,-
68071000,Em rolos,13/03/2007,-
68079000,Outras,13/03/2007,-
68080000,"Painéis, chapas, ladrilhos, blocos e semelhantes,",13/03/2007,-
68091100,Revestidos ou reforçados exclusivamente com papel,13/03/2007,-
68091900,Outros,13/03/2007,-
68099000,Outras obras,13/03/2007,-
68101100,Blocos e tijolos para a construção,13/03/2007,-
68101900,Outros,13/03/2007,-
68109100,Elementos pré-fabricados para a construção ou,13/03/2007,-
68109900,Outras,13/03/2007,-
68111000,Chapas onduladas,13/03/2007,-
68112000,"Outras chapas, painéis, ladrilhos, telhas e",13/03/2007,-
68113000,"Tubos, condutos, e seus acessórios",13/03/2007,-
68114000,Contendo amianto,01/01/2008,-
68118100,Chapas onduladas,01/01/2008,-
68118200,"Outras chapas, painéis, ladrilhos, telhas e produtos semelhantes",01/01/2008,-
68118300,"Tubos, condutos, e seus acessórios",01/01/2008,-
68118900,Outras obras,01/01/2008,-
68119000,Outras obras,13/03/2007,-
68121010,"AMIANTO TRABALHADO, EM FIBRAS",26/06/2009,-
68125000,"Vestuário, acessórios de vestuário, calçados,",13/03/2007,-
68126000,"Papéis, cartões e feltros",13/03/2007,-
68127000,"Folhas de amianto e elastômeros, comprimidos, para",13/03/2007,-
68128000,De crocidolita,01/01/2008,-
68129000,OUTROS,30/06/2009,-
68129011,"Amianto trabalhado, em fibras",13/03/2007,-
68129012,Misturas à base de amianto ou à base de amianto e,13/03/2007,-
68129020,Fios,13/03/2007,-
68129030,"Cordas e cordões, entrançados ou não",13/03/2007,-
68129040,Tecidos e tecidos de malha,13/03/2007,-
68129090,Outros,13/03/2007,-
68129100,"Vestuário, acessórios de vestuário, calçados e chapéus",01/01/2008,-
68129200,"Papéis, cartões e feltros",01/01/2008,-
68129300,"Folhas de amianto e elastômeros comprimidos, para juntas, mesmo apresentadas em rolos",01/01/2008,-
68129911,"Amianto trabalhado, em fibras",01/01/2008,-
68129912,Misturas à base de amianto ou à base de amianto e carbonato de magnésio,01/01/2008,-
68129920,Fios,01/01/2008,-
68129930,"Cordas e cordões, entrançados ou não",01/01/2008,-
68129940,Tecidos e tecidos de malha,01/01/2008,-
68129990,Outros,01/01/2008,-
68131000,Guarnições para freios (travões),13/03/2007,-
68132000,Contendo amianto,01/01/2008,-
68138100,Guarnições para freios,01/01/2008,-
68138910,Guarnições para embreagem,01/01/2008,-
68138990,Outras,01/01/2008,-
68139010,Guarnições para embreagem,13/03/2007,-
68139090,Outras,13/03/2007,-
68141000,"Placas, folhas ou tiras, de mica aglomerada ou",13/03/2007,-
68149000,Outras,13/03/2007,-
68151000,"Obras de grafita ou de outros carbonos, para usos",13/03/2007,-
68152000,Obras de turfa,13/03/2007,-
68159100,"Contendo magnesita, dolomita ou cromita",13/03/2007,-
68159900,Outras,13/03/2007,-
69010000,"Tijolos, placas (lajes), ladrilhos e outras peças",13/03/2007,-
69021000,"Contendo, em peso, mais de 50 % dos elementos Mg,",13/03/2007,-
69022000,"Contendo, em peso, mais de 50 % de alumina",13/03/2007,-
69029000,Outros,13/03/2007,-
69031010,Cadinhos,13/03/2007,-
69031090,Outros,13/03/2007,-
69032010,Cadinhos,13/03/2007,-
69032090,Outros,13/03/2007,-
69039010,De carboneto de silício,13/03/2007,-
69039091,Magnesianos,13/03/2007,-
69039099,Outros,13/03/2007,-
69041000,Tijolos para construção,13/03/2007,-
69049000,Outros,13/03/2007,-
69051000,Telhas,13/03/2007,-
69059000,Outros,13/03/2007,-
69060000,"Tubos, calhas ou algerozes e acessórios para",13/03/2007,-
69071000,"Ladrilhos, cubos, pastilhas e artigos semelhantes,",13/03/2007,-
69079000,Outros,13/03/2007,-
69081000,"Ladrilhos, cubos, pastilhas e artigos semelhantes,",13/03/2007,-
69089000,Outros,13/03/2007,-
69091110,Cadinhos,13/03/2007,-
69091190,Outros,13/03/2007,-
69091200,"Artefatos com uma dureza equivalente a 9 ou mais,",13/03/2007,-
69091910,Cadinhos,13/03/2007,-
69091990,Outros,13/03/2007,-
69099000,Outros,13/03/2007,-
69101000,De porcelana,13/03/2007,-
69109000,Outros,13/03/2007,-
69111000,Artigos para serviço de mesa ou de cozinha,13/03/2007,-
69119000,Outros,13/03/2007,-
69120000,"Louça, outros artigos de uso doméstico e artigos",13/03/2007,-
69131000,De porcelana,13/03/2007,-
69139000,Outros,13/03/2007,-
69141000,De porcelana,13/03/2007,-
69149000,Outras,13/03/2007,-
70010000,"Cacos, fragmentos e outros desperdícios e resíduos",13/03/2007,-
70021000,Esferas,13/03/2007,-
70022000,Barras ou varetas,13/03/2007,-
70023100,De quartzo ou de outras sílicas fundidos,13/03/2007,-
70023200,De outro vidro com coeficiente de dilatação linear,13/03/2007,-
70023900,Outros,13/03/2007,-
70031211,Com espessura não superior a 10 mm,13/03/2007,-
70031212,Com espessura superior a 10 mm,13/03/2007,-
70031290,Outras,13/03/2007,-
70031911,Com espessura não superior a 10 mm,13/03/2007,-
70031912,Com espessura superior a 10 mm,13/03/2007,-
70031990,Outras,13/03/2007,-
70032000,"Chapas e folhas, armadas",13/03/2007,-
70033000,Perfis,13/03/2007,-
70042010,Com espessura não superior a 10 mm,13/03/2007,-
70042020,Com espessura superior a 10 mm,13/03/2007,-
70049010,Com espessura não superior a 10 mm,13/03/2007,-
70049020,Com espessura superior a 10 mm,13/03/2007,-
70051010,Com espessura não superior a 10 mm,13/03/2007,-
70051020,Com espessura superior a 10 mm,13/03/2007,-
70052110,Com espessura não superior a 10 mm,13/03/2007,-
70052120,Com espessura superior a 10 mm,13/03/2007,-
70052910,Com espessura não superior a 10 mm,13/03/2007,-
70052920,Com espessura superior a 10 mm,13/03/2007,-
70053000,Vidro armado,13/03/2007,-
70060000,"Vidro das posições 70.03, 70.04 ou 70.05,",13/03/2007,-
70071110,Curvos,13/03/2007,-
70071190,Outros,13/03/2007,-
70071910,Curvos,13/03/2007,-
70071990,Outros,13/03/2007,-
70072110,Curvo,13/03/2007,-
70072190,Outros,13/03/2007,-
70072910,Curvo,13/03/2007,-
70072990,Outros,13/03/2007,-
70080000,Vidros isolantes de paredes múltiplas.,13/03/2007,-
70091000,Espelhos retrovisores para veículos,13/03/2007,-
70099100,NãO EMOLDURADOS,30/06/2009,-
70099200,Emoldurados,13/03/2007,-
70101000,Ampolas,13/03/2007,-
70102000,"Rolhas, tampas e outros dispositivos de usos",13/03/2007,-
70109011,Garrafões e garrafas,13/03/2007,-
70109019,Outros,13/03/2007,-
70109021,Garrafas,13/03/2007,-
70109029,Outros,13/03/2007,-
70109030,"De capacidade superior a 0,15 litro mas não",13/03/2007,-
70109040,"De capacidade não superior a 0,15 litro",13/03/2007,-
70109210,GARRAFAS,08/02/2013,-
70111010,"Para lâmpadas ou tubos de descarga, incluídos os",13/03/2007,-
70111020,Para lâmpadas de incandescência,13/03/2007,-
70111090,Outros,13/03/2007,-
70112000,Para tubos catódicos,13/03/2007,-
70119000,Outros,13/03/2007,-
70120000,Ampolas de vidro para garrafas térmicas ou para,13/03/2007,-
70131000,Objetos de vitrocerâmica,13/03/2007,-
70132100,De cristal de chumbo,13/03/2007,-
70132200,De cristal de chumbo,01/01/2008,-
70132800,Outros,01/01/2008,-
70132900,Outros,13/03/2007,-
70133100,De cristal de chumbo,13/03/2007,-
70133200,De vidro com coeficiente de dilatação linear não,13/03/2007,-
70133300,De cristal de chumbo,01/01/2008,-
70133700,Outros,01/01/2008,-
70133900,Outros,13/03/2007,-
70134100,De cristal de chumbo,01/01/2008,-
70134200,"De vidro com coeficiente de dilatação linear não superior a 5 x 10-6 por Kelvin, entre 0°C e 300°C",01/01/2008,-
70134900,Outros,01/01/2008,-
70139100,De cristal de chumbo,13/03/2007,-
70139900,Outros,13/03/2007,-
70140000,Artefatos de vidro para sinalização e elementos de,13/03/2007,-
70151000,Vidros para lentes corretivas,13/03/2007,-
70159000,Outros,13/03/2007,-
70161000,"Cubos, pastilhas e outros artigos semelhantes, de",13/03/2007,-
70169000,Outros,13/03/2007,-
70171000,De quartzo ou de outras sílicas fundidos,13/03/2007,-
70172000,De outro vidro com um coeficiente de dilatação,13/03/2007,-
70179000,Outros,13/03/2007,-
70181000,"Contas, imitações de pérolas naturais ou",13/03/2007,-
70182000,"Microesferas de vidro, de diâmetro não superior a",13/03/2007,-
70189000,Outros,13/03/2007,-
70191100,"Fios cortados (""chopped strands"") de comprimento",13/03/2007,-
70191200,"Mechas ligeiramente torcidas (""rovings"")",13/03/2007,-
70191900,Outros,13/03/2007,-
70193100,"Esteiras (""mats"")",13/03/2007,-
70193200,Véus,13/03/2007,-
70193900,Outros,13/03/2007,-
70194000,Tecidos de mechas ligeiramente torcidas,13/03/2007,-
70195100,De largura não superior a 30 cm,13/03/2007,-
70195200,"De largura superior a 30 cm, em ponto de tafetá,",13/03/2007,-
70195900,Outros,13/03/2007,-
70199000,Outras,13/03/2007,-
70200000,Outras obras de vidro.,13/03/2007,-
70200010,"Ampolas de vidro para garrafas térmicas ou para outros recipientes isotérmicos, cujo isolamento seja assegurado pelo vácuo",01/01/2008,-
70200090,Outras,01/01/2008,-
71011000,Pérolas naturais,13/03/2007,-
71012100,Em bruto,13/03/2007,-
71012200,Trabalhadas,13/03/2007,-
71021000,Não selecionados,13/03/2007,-
71022100,"Em bruto ou simplesmente serrados, clivados ou",13/03/2007,-
71022900,Outros,13/03/2007,-
71023100,"Em bruto ou simplesmente serrados, clivados ou",13/03/2007,-
71023900,Outros,13/03/2007,-
71031010,Águas-marinhas,13/03/2007,-
71031040,Turmalinas,13/03/2007,-
71031050,Ágatas,13/03/2007,-
71031060,Ametistas,13/03/2007,-
71031070,Citrinos,13/03/2007,-
71031090,Outras,13/03/2007,-
