12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
29181121,Lactato de cálcio,13/03/2007,-
29181129,Outros,13/03/2007,-
29181200,Ácido tartárico,13/03/2007,-
29181310,Tartarato de cálcio,13/03/2007,-
29181390,Outros,13/03/2007,-
29181400,Ácido cítrico,13/03/2007,-
29181520,Citrato de ferro,13/03/2007,-
29181590,Outros,13/03/2007,-
29181610,Ácido glucônico,13/03/2007,-
29181620,Gluconato de cálcio,13/03/2007,-
29181630,Gluconato de sódio,13/03/2007,-
29181690,Outros,13/03/2007,-
29181800,Clorobenzilato (ISO),01/01/2008,-
29181910,"Ácido málico, seus sais e seus ésteres",13/03/2007,-
29181920,"Ácido 2,2-difenil-2-hidroxiacético (ácido",13/03/2007,-
29181990,Outros,13/03/2007,-
29182110,Ácido salicílico,13/03/2007,-
29182190,Outros,13/03/2007,-
29182210,Ácido O-acetilsalicílico (aspirina),13/03/2007,-
29182220,Sais e ésteres do ácido O-acetilsalicílico,13/03/2007,-
29182310,Salicilato de metila,13/03/2007,-
29182390,Outros,13/03/2007,-
29182911,Ácido p-hidroxibenzóico,13/03/2007,-
29182912,p-Hidroxibenzoato de metila,13/03/2007,-
29182913,p-Hidroxibenzoato de propila,13/03/2007,-
29182919,Outros,13/03/2007,-
29182990,Outros,13/03/2007,-
29183000,Ácidos carboxílicos de função aldeído ou cetona,13/03/2007,-
29189010,"Ácido 2,4-diclorofenoxiacético (2,4-D)",13/03/2007,-
29189090,Outros,13/03/2007,-
29189100,"2,4,5-T (ISO) (ácido 2,4,5-triclorofenoxiacético), seus sais e seus ésteres",01/01/2008,-
29189910,"Ácido 2,4-diclorofenoxiacético (2,4-D)",01/01/2008,-
29189990,Outros,01/01/2008,-
29190011,Glicerofosfato de sódio,13/03/2007,-
29190012,Glicerofosfato de cálcio,13/03/2007,-
29190019,Outros,13/03/2007,-
29190020,Ácido inositolexafosfórico e inositolexafosfatos,13/03/2007,-
29190030,Lactofosfatos,13/03/2007,-
29190091,"Fosfato de 2,2-diclorovinila  e  dimetila",13/03/2007,-
29190099,Outros,13/03/2007,-
29191000,"Fosfato de tris(2,3-dibromopropila)",01/01/2008,-
29199011,Glicerofosfato de sódio,01/01/2008,-
29199012,Glicerofosfato de cálcio,01/01/2008,-
29199019,Outros,01/01/2008,-
29199020,Ácido inositolexafosfórico e inositolexafosfatos,01/01/2008,-
29199030,Lactofosfatos,01/01/2008,-
29199091,"Fosfato de 2,2-diclorovinila e dimetila (diclorvos)",01/01/2008,-
29199099,Outros,01/01/2008,-
29201010,"O,O-Dietil-O-p-nitrofenilfosforotioato (paration)",13/03/2007,-
29201020,"O,O-Dimetil-O-p-nitrofenilfosforotioato",13/03/2007,-
29201090,Outros,13/03/2007,-
29201110,Paration (ISO),01/01/2008,-
29201120,Paration-metila (ISO) (metil paration),01/01/2008,-
29201900,Outros,01/01/2008,-
29209010,Fosfito de dimetila,13/03/2007,-
29209020,Fosfito de trimetila,13/03/2007,-
29209040,Fosfito de dietila,13/03/2007,-
29209050,Fosfito de trietila,13/03/2007,-
29209090,Outros,13/03/2007,-
29211100,"Mono-, di- ou trimetilamina e seus sais",13/03/2007,-
29211200,Dietilamina e seus sais,13/03/2007,-
29211910,Monoetilamina e seus sais; trietilamina e seus,13/03/2007,-
29211920,Bis (2-cloroetil)etilamina,13/03/2007,-
29211930,Clormetina (DCI) (bis(2-cloroetil)metilamina),13/03/2007,-
29211940,Triclormetina (DCI) (tris(2-cloroetil)amina),13/03/2007,-
29211950,"N,N-Dialquil (metil, etil, n-propil ou",13/03/2007,-
29211960,Dietilamina e seus sais,01/01/2008,-
29211990,Outros,13/03/2007,-
29212100,Etilenodiamina e seus sais,13/03/2007,-
29212200,Hexametilenodiamina e seus sais,13/03/2007,-
29212900,Outros,13/03/2007,-
29213010,Cicloexilamina,13/03/2007,-
29213090,Outros,13/03/2007,-
29214100,Anilina e seus sais,13/03/2007,-
29214210,Cloroanilinas e seus sais,13/03/2007,-
29214220,Ácidos aminobenzenossulfônicos e seus sais,13/03/2007,-
29214230,Nitroanilinas e seus sais,13/03/2007,-
29214290,Outros,13/03/2007,-
29214310,Toluidinas,13/03/2007,-
29214390,Outros,13/03/2007,-
29214410,Difenilamina,13/03/2007,-
29214490,Outros,13/03/2007,-
29214500,"1-Naftilamina (alfa-naftilamina), 2-naftilamina",13/03/2007,-
29214600,"Anfetamina (DCI), benzofetamina (DCI),",13/03/2007,-
29214900,Outros,13/03/2007,-
29215110,"o-, m-, p-Fenilenodiamina",13/03/2007,-
29215120,Diaminotoluenos (toluilenodiaminas),13/03/2007,-
29215190,Outros,13/03/2007,-
29215900,Outros,13/03/2007,-
29221100,Monoetanolamina e seus sais,13/03/2007,-
29221210,Dietanolamina,13/03/2007,-
29221290,Outras,13/03/2007,-
29221310,Trietanolamina,13/03/2007,-
29221320,Sais,13/03/2007,-
29221400,Dextropropoxifeno (DCI) e seus sais,13/03/2007,-
29221911,"N,N-Dimetil-2-aminoetanol e seus sais protonados",13/03/2007,-
29221912,"N,N-Dietil-2-aminoetanol e seus sais protonados",13/03/2007,-
29221919,Outros,13/03/2007,-
29221920,Etildietanolamina,13/03/2007,-
29221930,Metildietanolamina,13/03/2007,-
29221990,Outros,13/03/2007,-
29222100,Ácidos aminonaftolsulfônicos e seus sais,13/03/2007,-
29222200,"Anisidinas, dianisidinas, fenetidinas, e seus sais",13/03/2007,-
29222910,"o-, m-, e p-Aminofenóis",13/03/2007,-
29222990,Outros,13/03/2007,-
29223100,"Anfepramona (DCI), metadona (DCI) e normetadona",13/03/2007,-
29223900,Outros,13/03/2007,-
29224100,Lisina e seus ésteres; sais destes produtos,13/03/2007,-
29224210,Ácido glutâmico,13/03/2007,-
29224220,Glutamato monossódico,13/03/2007,-
29224290,Outros,13/03/2007,-
29224300,Ácido antranílico e seus sais,13/03/2007,-
29224400,Tilidina (DCI) e seus sais,13/03/2007,-
29224910,Glicina (ácido aminoacético; glicocola) e seus,13/03/2007,-
29224920,Alanina (ácido 2-aminopropiônico) e beta-alanina,13/03/2007,-
29224930,Fenilalanina e seus sais,13/03/2007,-
29224990,Outros,13/03/2007,-
29225010,Ácidos aminossalicílicos,13/03/2007,-
29225090,Outros,13/03/2007,-
29231000,Colina e seus sais,13/03/2007,-
29232000,Lecitinas e outros fosfoaminolipídios,13/03/2007,-
29239000,Outros,13/03/2007,-
29241100,Meprobamato (DCI),13/03/2007,-
29241200,"Fluoroacetamida (ISO), fosfamidona (ISO) e monocrotofós (ISO)",01/01/2008,-
29241900,Outros,13/03/2007,-
29242130,Diuron,13/03/2007,-
29242190,Outros,13/03/2007,-
29242300,Ácido 2-acetamidobenzóico (ácido,13/03/2007,-
29242400,Etinamato (DCI),13/03/2007,-
29242940,Acetil-p-aminofenol,13/03/2007,-
29242990,Outros,13/03/2007,-
29251100,Sacarina e seus sais,13/03/2007,-
29251200,Glutetimida (DCI),13/03/2007,-
29251900,Outros,13/03/2007,-
29252010,Guanidina e seus sais,13/03/2007,-
29252090,Outros,13/03/2007,-
29252100,Clordimeforme (ISO),01/01/2008,-
29252910,Guanidina e seus sais,01/01/2008,-
29252990,Outros,01/01/2008,-
29261000,Acrilonitrila,13/03/2007,-
29262000,1-Cianoguanidina (diciandiamida),13/03/2007,-
29263000,Fenproporex (DCI) e seus sais; intermediário da,13/03/2007,-
29269000,Outros,13/03/2007,-
29270010,Compostos diazóicos,13/03/2007,-
29270020,Compostos azóicos,13/03/2007,-
29270030,Compostos azóxicos,13/03/2007,-
29280000,Derivados orgânicos da hidrazina e da,13/03/2007,-
29291000,Isocianatos,13/03/2007,-
29299010,"Dialogenetos de N,N-dialquil (metil, etil,",13/03/2007,-
29299020,"N,N-Dialquil (metil, etil, n-propil ou isopropil)",13/03/2007,-
29299090,Outros,13/03/2007,-
29301000,Ditiocarbonatos (xantatos e xantogenatos),13/03/2007,-
29302010,Dimetilditiocarbamato de zinco,13/03/2007,-
29302090,Outros,13/03/2007,-
29303010,Dissulfeto de tetrametiltiourama (tiram),13/03/2007,-
29303020,Dissulfeto de tetraetiltiourama (disulfiram),13/03/2007,-
29303090,Outros,13/03/2007,-
29304000,Metionina,13/03/2007,-
29305000,Captafol (ISO) e metamidofós (ISO),01/01/2008,-
29309011,Sulfeto de 2-cloroetila e clorometila e sulfeto de,13/03/2007,-
29309012,Bis(2-cloroetiltio)metano;,13/03/2007,-
29309013,Óxido de bis(2-cloroetiltiometila) e de,13/03/2007,-
29309018,Tiodiglicol (DCI) (sulfeto de bis(2-hidroxietila)),13/03/2007,-
29309019,Outros,13/03/2007,-
29309032,"N,N-Dialquil (metil, etil, n-propil ou isopropil)",13/03/2007,-
29309039,Outros,13/03/2007,-
29309040,"Fosforotioato de O,O-dietila e de",13/03/2007,-
29309050,Etilditiofosfonato de O-etila e de S-fenila,13/03/2007,-
29309060,"Hidrogenoalquil(metil, etil, n-propil ou",13/03/2007,-
29309070,Ditiocarbonatos (xantatos e xantogenatos),01/01/2008,-
29309091,"O,O-Dimetil-ditiofosfato de mercaptossuccinato de",13/03/2007,-
29309092,"Outros, que contenham um átomo de fósforo unido a",13/03/2007,-
29309099,Outros,13/03/2007,-
29310030,Compostos organo-silícicos,13/03/2007,-
29310041,2-Clorovinil-dicloroarsina,13/03/2007,-
29310042,Bis(2-clorovinil)cloroarsina,13/03/2007,-
29310043,Tris(2-clorovinil)arsina,13/03/2007,-
29310049,Outros,13/03/2007,-
29310051,"Alquil (metil, etil, n-propil ou isopropil)",13/03/2007,-
29310052,"N,N-Dialquil(metil, etil, n-propil ou isopropil)",13/03/2007,-
29310053,"Difluoretos de alquil (metil, etil, n-propil ou",13/03/2007,-
29310054,"Hidrogenoalquil(metil, etil, n-propil ou",13/03/2007,-
29310055,Metilfosfonocloridato de O-isopropila,13/03/2007,-
29310056,Metilfosfonocloridato de O-pinacolila,13/03/2007,-
29310057,"Outros, que contenham um átomo de fósforo unido a",13/03/2007,-
29310059,Outros,13/03/2007,-
29310090,Outros,13/03/2007,-
29321100,Tetraidrofurano,13/03/2007,-
29321200,2-Furaldeído (furfural),13/03/2007,-
29321300,Álcool furfurílico e álcool tetraidrofurfurílico,13/03/2007,-
29321900,Outros,13/03/2007,-
29322100,"Cumarina, metilcumarinas e etilcumarinas",13/03/2007,-
29322910,Fenolftaleína (incluída a iodofenolftaleína);,13/03/2007,-
29322920,Ácido isoascórbico,13/03/2007,-
29322990,Outras,13/03/2007,-
29329100,Isossafrol,13/03/2007,-
29329200,"1-(1,3-Benzodioxol-5-il)propan-2-ona",13/03/2007,-
29329300,Piperonal,13/03/2007,-
29329400,Safrol,13/03/2007,-
29329500,Tetraidrocanabinóis (todos os isômeros),13/03/2007,-
29329911,Butóxido de piperonila,13/03/2007,-
29329919,Outros,13/03/2007,-
29329990,Outros,13/03/2007,-
29331100,Fenazona (antipirina) e seus derivados,13/03/2007,-
29331900,Outros,13/03/2007,-
29332110,Hidantoína,13/03/2007,-
29332190,Outros,13/03/2007,-
29332900,Outros,13/03/2007,-
29333100,Piridina e seus sais,13/03/2007,-
29333200,Piperidina e seus sais,13/03/2007,-
29333300,"Alfentanil (DCI), anileridina (DCI), bezitramida",13/03/2007,-
29333910,Quinuclidin-3-ol,13/03/2007,-
29333920,Benzilato de 3-quinuclidinila,13/03/2007,-
29333990,Outros,13/03/2007,-
29334100,Levorfanol (DCI) e seus sais,13/03/2007,-
29334900,Outros,13/03/2007,-
29335200,Maloniluréia (ácido barbitúrico) e seus sais,13/03/2007,-
29335300,"Alobarbital (DCI), amobarbital (DCI), barbital",13/03/2007,-
29335400,Outros derivados da manolinuréia (ácido,13/03/2007,-
29335500,"Loprazolam (DCI), mecloqualona (DCI), metaqualona",13/03/2007,-
29335900,Outros,13/03/2007,-
29336100,Melamina,13/03/2007,-
29336910,Hexametilentetramina (metenamina),13/03/2007,-
29336990,Outros,13/03/2007,-
29337100,6-Hexanolactama (epsilon-caprolactama),13/03/2007,-
29337200,Clobazam (DCI) e metilprilona (DCI),13/03/2007,-
29337900,Outras lactamas,13/03/2007,-
29339100,"Alprazolam (DCI), camazepam (DCI), clonazepam",13/03/2007,-
29339900,Outros,13/03/2007,-
29341000,Compostos cuja estrutura contêm um ciclo tiazol,13/03/2007,-
29342010,Mercaptobenzotiazol,13/03/2007,-
29342020,Dissulfeto de dibenzotiazolila,13/03/2007,-
29342090,Outros,13/03/2007,-
29343010,Fenotiazina (tiodifenilamina),13/03/2007,-
29343090,Outros,13/03/2007,-
29349100,"Aminorex (DCI), brotizolan (DCI), clotiazepam",13/03/2007,-
29349900,Outros,13/03/2007,-
29350010,Sulfadiazina (p-aminobenzeno,13/03/2007,-
29350040,Sulfonamidas cloradas,13/03/2007,-
29350060,Ftalilsulfatiazol,13/03/2007,-
29350090,Outras,13/03/2007,-
29361000,"Provitaminas, não misturadas",13/03/2007,-
29362110,Vitamina A1,13/03/2007,-
29362120,Vitamina A2,13/03/2007,-
29362130,Derivados da vitamina A,13/03/2007,-
29362210,"Vitamina B1 (tiamina, aneurina)",13/03/2007,-
29362220,Derivados da vitamina B1,13/03/2007,-
29362310,"Vitamina B2 (riboflavina, lactoflavina)",13/03/2007,-
29362320,Derivados da vitamina B2,13/03/2007,-
29362410,Ácido D- ou DL-pantotênico (vitamina B3 ou,13/03/2007,-
29362420,Derivados do ácido D- ou DL-pantotênico (vitamina,13/03/2007,-
29362510,Vitamina B6,13/03/2007,-
29362520,Derivados da vitamina B6,13/03/2007,-
29362610,Vitamina B12 (cobalaminas),13/03/2007,-
29362620,Derivados da vitamina B12,13/03/2007,-
29362710,Vitamina C (ácido L- ou DL-ascórbico),13/03/2007,-
29362720,Derivados da vitamina C,13/03/2007,-
29362810,Vitamina E (tocoferol),13/03/2007,-
29362820,Derivados da vitamina E,13/03/2007,-
29362911,Vitamina B9,13/03/2007,-
29362912,Derivados da vitamina B9,13/03/2007,-
29362920,Vitaminas D e seus derivados,13/03/2007,-
29362930,Vitamina H e seus derivados,13/03/2007,-
29362940,Vitaminas K e seus derivados,13/03/2007,-
29362950,Vitamina PP e seus derivados,13/03/2007,-
29362990,Outros,13/03/2007,-
29369010,Mistura de concentrados de vitaminas A e D,13/03/2007,-
29369020,"Provitaminas, não misturadas",01/01/2008,-
29369090,Outros,13/03/2007,-
29371100,"Somatotropina, seus derivados e análogos",13/03/2007,-
29371200,Insulina e seus sais,13/03/2007,-
29371910,"Corticotropina (hormônio corticotrópico, ACTH)",13/03/2007,-
29371920,Gonadotrofinas,13/03/2007,-
29371990,Outros,13/03/2007,-
29372100,"Cortisona, hidrocortisona, prednisona",13/03/2007,-
29372200,Derivados halogenados dos hormônios,13/03/2007,-
29372310,Progesterona,13/03/2007,-
29372390,Outros,13/03/2007,-
29372900,Outros,13/03/2007,-
29373100,Epinefrina,13/03/2007,-
29373900,Outros,13/03/2007,-
29374010,Triiodotironina,13/03/2007,-
29374090,Outros,13/03/2007,-
29375000,"Prostaglandinas, tromboxanas e leucotrienos, seus",13/03/2007,-
29379000,Outros,13/03/2007,-
29381000,Rutosídio (rutina) e seus derivados,13/03/2007,-
29389010,Heterosídeos das digitais,13/03/2007,-
29389040,Saponinas,13/03/2007,-
29389050,Aloínas,13/03/2007,-
29389090,Outros,13/03/2007,-
29391110,Concentrado de palha de papoula,13/03/2007,-
29391120,Morfina e  seus sais,13/03/2007,-
29391130,Codeína e  seus sais,13/03/2007,-
29391190,Outros,13/03/2007,-
29391900,Outros,13/03/2007,-
29392000,Alcalóides da quina e seus derivados; sais destes produtos,01/01/2008,-
29392100,Quinina e seus sais,13/03/2007,-
29392900,Outros,13/03/2007,-
29393000,Cafeína e seus sais,13/03/2007,-
29394100,Efedrina e seus sais,13/03/2007,-
29394200,Pseudoefedrina (DCI) e seus sais,13/03/2007,-
29394300,Catina (DCI) e seus sais,13/03/2007,-
29394900,Outros,13/03/2007,-
29395100,Fenetilina (DCI) e seus sais,13/03/2007,-
29395900,Outros,13/03/2007,-
29396100,Ergometrina (DCI) e seus sais,13/03/2007,-
29396200,Ergotamina (DCI) e seus sais,13/03/2007,-
29396300,Ácido lisérgico e seus sais,13/03/2007,-
29396900,Outros,13/03/2007,-
29399110,Cocaína e  seus sais,13/03/2007,-
29399190,Outros,13/03/2007,-
29399910,Escopolamina e seus derivados; sais destes,13/03/2007,-
29399920,Teobromina e seus derivados; sais destes produtos,13/03/2007,-
29399930,Pilocarpina e  seus sais,13/03/2007,-
29399990,Outros,13/03/2007,-
29400010,Galactose,13/03/2007,-
29400090,Outros,13/03/2007,-
29411000,Penicilinas e seus derivados com a estrutura do,13/03/2007,-
29412010,Estreptomicina e seus derivados; sais destes,13/03/2007,-
29412090,Outros,13/03/2007,-
29413010,Clorotetraciclina,13/03/2007,-
29413020,Oxitetraciclina,13/03/2007,-
29413090,Outros,13/03/2007,-
29414010,Cloranfenicol,13/03/2007,-
29414090,Outros,13/03/2007,-
29415000,Eritromicina e seus derivados; sais destes,13/03/2007,-
29419010,Tirotricina,13/03/2007,-
29419020,Espiramicina (rovamicina),13/03/2007,-
29419090,Outros,13/03/2007,-
29420000,Outros compostos orgânicos.,13/03/2007,-
30011010,Fígados,13/03/2007,-
30011090,Outros,13/03/2007,-
30012010,De fígado,13/03/2007,-
30012020,De bile,13/03/2007,-
30012090,Outros,13/03/2007,-
30019010,Heparina e seus sais,13/03/2007,-
30019021,Fígados,01/01/2008,-
30019029,Outros,01/01/2008,-
30019090,Outras,13/03/2007,-
30021011,Soros antiofídicos,13/03/2007,-
30021012,Soro antitetânico,13/03/2007,-
30021019,Outros,13/03/2007,-
30021090,Outros,13/03/2007,-
30022000,Vacinas para medicina humana,13/03/2007,-
30023010,Vacinas antiaftosas,13/03/2007,-
30023090,Outras,13/03/2007,-
30029010,Saxitoxina,13/03/2007,-
30029020,Ricina,13/03/2007,-
30029050,Culturas de microorganismos,13/03/2007,-
30029060,Reagentes de origem microbiana para diagnóstico,13/03/2007,-
30029090,Outros,13/03/2007,-
30031020,Contendo penicilinas ou seus derivados,13/03/2007,-
30031090,Outros,13/03/2007,-
30032000,Contendo outros antibióticos,13/03/2007,-
30033100,Contendo insulina,13/03/2007,-
30033900,Outros,13/03/2007,-
30034000,"Contendo alcalóides ou seus derivados, mas não",13/03/2007,-
30039020,Contendo vitaminas ou outros produtos da posição,13/03/2007,-
30039090,Outros,13/03/2007,-
30041020,Contendo penicilinas ou seus derivados,13/03/2007,-
30041090,Outros,13/03/2007,-
30042000,Contendo outros antibióticos,13/03/2007,-
30043100,Contendo insulina,13/03/2007,-
30043200,"Contendo hormônios corticoesteróides, seus",13/03/2007,-
30043900,Outros,13/03/2007,-
30044000,"Contendo alcalóides ou seus derivados, mas não",13/03/2007,-
30045000,Outros medicamentos contendo vitaminas ou outros,13/03/2007,-
30049000,Outros,13/03/2007,-
30051000,Pensos adesivos e outros artigos com uma camada,13/03/2007,-
30059010,Algodão hidrófilo,13/03/2007,-
30059090,Outros,13/03/2007,-
30061011,Categutes,13/03/2007,-
30061019,Outros,13/03/2007,-
30061030,"Adesivos esterilizados para tecidos orgânicos,",13/03/2007,-
30061090,Outros,13/03/2007,-
30062000,Reagentes destinados à determinação dos grupos ou,13/03/2007,-
30063010,Preparações opacificantes a base de sulfato de,13/03/2007,-
30063090,Outros,13/03/2007,-
30064010,Cimentos e outros produtos para obturação dentária,13/03/2007,-
30064020,Cimentos para reconstituição óssea,13/03/2007,-
30065000,"Estojos e caixas de primeiros-socorros,",13/03/2007,-
30066000,Preparações químicas contraceptivas à base de,13/03/2007,-
30067000,"Preparações apresentadas na forma de gel,",13/03/2007,-
30068000,Desperdícios farmacêuticos,13/03/2007,-
30069100,Equipamentos identificáveis para uso em ostomia,01/01/2008,-
30069200,Desperdícios farmacêuticos,01/01/2008,-
31010011,Guano,13/03/2007,-
31010019,Outros,13/03/2007,-
31010090,Outros,13/03/2007,-
31021000,"Uréia, mesmo em solução aquosa",13/03/2007,-
31022100,Sulfato de amônio,13/03/2007,-
31022900,Outros,13/03/2007,-
31023000,"Nitrato de amônio, mesmo em solução aquosa",13/03/2007,-
31024000,Misturas de nitrato de amônio com carbonato de,13/03/2007,-
31025000,Nitrato de sódio,13/03/2007,-
31026000,Sais duplos e misturas de nitrato de cálcio e,13/03/2007,-
31027000,Cianamida cálcica,13/03/2007,-
31028000,Misturas de uréia com nitrato de amônio em,13/03/2007,-
31029010,Sais duplos de nitrato de cálcio e nitrato de,13/03/2007,-
31029090,Outros,13/03/2007,-
31031000,Superfosfatos,13/03/2007,-
31032000,Escórias de desfosforação,13/03/2007,-
31039010,"Fosfatos   naturais  da  posição  25.10,",13/03/2007,-
31039020,Hidrogeno-ortofosfato de cálcio com conteúdo de,13/03/2007,-
31039030,Escórias de desfosforação,01/01/2008,-
31039090,Outros,13/03/2007,-
31041000,"Carnalita, silvinita e outros sais de potássio",13/03/2007,-
31042000,Cloreto de potássio,13/03/2007,-
31043000,Sulfato de potássio,13/03/2007,-
31049010,Sulfato de magnésio e potássio,13/03/2007,-
31049090,Outros,13/03/2007,-
31051010,Em tabletes ou formas semelhantes,13/03/2007,-
31051090,Outros,13/03/2007,-
31052000,"Adubos ou fertilizantes minerais ou químicos,",13/03/2007,-
31053000,Hidrogeno-ortofosfato de diamônio (fosfato,13/03/2007,-
31054000,Diidrogeno-ortofosfato de amônio (fosfato,13/03/2007,-
31055100,Contendo nitratos e fosfatos,13/03/2007,-
31055900,Outros,13/03/2007,-
31056000,"Adubos ou fertilizantes minerais ou químicos,",13/03/2007,-
31059011,Nitrato sódico-potássico natural,13/03/2007,-
31059019,Outros,13/03/2007,-
31059090,Outros,13/03/2007,-
32011000,Extrato de quebracho,13/03/2007,-
32012000,Extrato de mimosa,13/03/2007,-
32019010,Extratos tanantes de origem vegetal,13/03/2007,-
32019020,Taninos,13/03/2007,-
32019030,"Sais, éteres, ésteres e outros derivados dos",13/03/2007,-
32021000,Produtos tanantes orgânicos sintéticos,13/03/2007,-
32029010,Produtos tanantes inorgânicos,13/03/2007,-
32029020,Preparações tanantes,13/03/2007,-
32029030,Preparações enzimáticas para pré-curtimenta,13/03/2007,-
32030011,Bixina (urucum),13/03/2007,-
32030019,Outras,13/03/2007,-
32030021,Carmim de cochonila,13/03/2007,-
32030029,Outras,13/03/2007,-
32041100,Corantes dispersos e preparações à base desses,13/03/2007,-
32041210,"Corantes ácidos, mesmo metalizados, e preparacões",13/03/2007,-
32041220,Corantes à mordentes e preparacões à base desses,13/03/2007,-
32041300,Corantes básicos e preparações à base desses,13/03/2007,-
32041400,Corantes diretos e preparações à base desses,13/03/2007,-
32041500,"Corantes à cuba (incluídos os utilizáveis, no",13/03/2007,-
32041600,Corantes reagentes e preparações à base desses,13/03/2007,-
32041710,Carotenóides,13/03/2007,-
32041790,Outros,13/03/2007,-
32041910,Carotenóides,13/03/2007,-
32041990,Outras,13/03/2007,-
32042000,Produtos orgânicos sintéticos dos tipos utilizados,13/03/2007,-
32049000,Outros,13/03/2007,-
32050010,Em pó ou pó cristalino,13/03/2007,-
32050020,"Em dispersões concentradas (em placas, em pedaços",13/03/2007,-
32050090,Outros,13/03/2007,-
32061100,PIGMENTOS E PREPAR.DE DIOXIDO DE TITANIO,01/01/1990,-
32061900,Outros,13/03/2007,-
32062010,Pigmentos,13/03/2007,-
32062020,Preparações,13/03/2007,-
32063010,Pigmentos,13/03/2007,-
32063020,Preparações,13/03/2007,-
32064110,Ultramar,13/03/2007,-
32064120,Preparações,13/03/2007,-
32064210,Litopônio e outros pigmentos,13/03/2007,-
32064220,Preparações,13/03/2007,-
32064310,Pigmentos,13/03/2007,-
32064320,Preparações,13/03/2007,-
32064910,Negros de origem mineral,13/03/2007,-
32064920,Terras corantes avivadas,13/03/2007,-
32064930,Pigmentos e preparações à base de compostos de,13/03/2007,-
32064940,Pigmentos e preparações à base de compostos de,13/03/2007,-
32064950,Pigmentos e preparações à base de compostos de cádmio,01/01/2008,-
32064960,Pigmentos e preparações à base de hexacianoferratos (ferrocianetos ou ferricianetos),01/01/2008,-
32064990,Outras,13/03/2007,-
32065000,Produtos inorgânicos dos tipos utilizados como,13/03/2007,-
32071010,À base de metais preciosos ou de seus compostos,13/03/2007,-
32071090,Outros,13/03/2007,-
32072010,Engobos,13/03/2007,-
32072090,Outros,13/03/2007,-
32073000,Polimentos líquidos e preparações semelhantes,13/03/2007,-
32074010,Fritas de vidro,13/03/2007,-
32074090,Outros,13/03/2007,-
32081010,Tintas,13/03/2007,-
32081020,Vernizes,13/03/2007,-
32081030,Soluções definidas na Nota 4 do presente Capítulo,13/03/2007,-
32082010,Tintas,13/03/2007,-
32082020,Vernizes,13/03/2007,-
32082030,Soluções definidas na Nota 4 do presente Capítulo,13/03/2007,-
32089010,Tintas,13/03/2007,-
32089020,Vernizes,13/03/2007,-
32089030,Soluções definidas na Nota 4 do presente Capítulo,13/03/2007,-
32091010,Tintas,13/03/2007,-
32091020,Vernizes,13/03/2007,-
32099010,Tintas,13/03/2007,-
32099020,Vernizes,13/03/2007,-
32100010,Tintas,13/03/2007,-
32100020,Vernizes,13/03/2007,-
32100090,Outros,13/03/2007,-
32110000,Secantes preparados.,13/03/2007,-
32121000,Folhas para marcar a ferro,13/03/2007,-
32129010,Pigmentos (incluídos os pós e escamas metálicos),13/03/2007,-
32129090,Outros,13/03/2007,-
32131000,Cores em sortidos,13/03/2007,-
32139000,Outras,13/03/2007,-
32141000,"Mástique de vidraceiro, cimentos de resina e",13/03/2007,-
32149000,Outros,13/03/2007,-
32151100,Pretas,13/03/2007,-
32151900,Outras,13/03/2007,-
32159000,Outras,13/03/2007,-
33011100,De bergamota,13/03/2007,-
33011200,De laranja,13/03/2007,-
33011300,De limão,13/03/2007,-
33011400,De lima,13/03/2007,-
33011910,"De cidra; de ""grapefruit""; de tangerina",13/03/2007,-
33011920,De bergamota,01/01/2008,-
33011930,De lima,01/01/2008,-
33011990,Outros,13/03/2007,-
33012100,De gerânio,13/03/2007,-
33012200,De jasmim,13/03/2007,-
33012300,De alfazema ou lavanda,13/03/2007,-
33012400,De hortelã-pimenta (Mentha piperita),13/03/2007,-
33012500,De outras mentas,13/03/2007,-
33012600,De vetiver,13/03/2007,-
33012910,"De ""cabreúva""",13/03/2007,-
33012920,De cedro,13/03/2007,-
33012930,De eucalipto,13/03/2007,-
33012940,"De pau-rosa (""Bois de Rose femelle"")",13/03/2007,-
33012960,De citronela,13/03/2007,-
33012970,De cravo,13/03/2007,-
33012990,Outros,13/03/2007,-
33012991,De alfazema ou lavanda,01/01/2008,-
33012992,De vetiver,01/01/2008,-
33012999,Outros,01/01/2008,-
33013000,Resinóides,13/03/2007,-
33019010,Soluções concentradas de óleos essenciais em,13/03/2007,-
33019020,Subprodutos terpênicos residuais da desterpenação,13/03/2007,-
33019030,Águas destiladas aromáticas e soluções aquosas de,13/03/2007,-
33019040,Óleorresinas de extração,13/03/2007,-
33021010,Preparações dos tipos utilizados para a fabricação,13/03/2007,-
33021090,Outras,13/03/2007,-
33029010,Dos tipos utilizados em perfumaria,13/03/2007,-
33029090,Outras,13/03/2007,-
33030010,Perfumes (extratos),13/03/2007,-
33030020,Águas-de-colônia,13/03/2007,-
33041000,Produtos de maquilagem para os lábios,13/03/2007,-
33042000,Produtos de maquilagem para os olhos,13/03/2007,-
33043000,Preparações para manicuros e pedicuros,13/03/2007,-
33049100,"Pós, incluídos os compactos",13/03/2007,-
33049900,Outros,13/03/2007,-
33051000,Xampus,13/03/2007,-
33052000,"Preparações para ondulação ou alisamento,",13/03/2007,-
33053000,Laquês para o cabelo,13/03/2007,-
33059000,Outras,13/03/2007,-
33061000,Dentifrícios,13/03/2007,-
