12/01/2018 03:42,,,
Código,Descrição,Início de Vigência,Fim de Vigência
0901199,OS DEMAIS TIPOS DE CAFE,01/12/1992,-
0901201,"SUCEDANEOS DO CAFE, CONTENDO CAFE EM QUALQUE",01/12/1992,-
0901301,CASCA E PELICULA DE CAFE,01/12/1992,-
0902001,"CHA A GRANEL, EM FOLHAS OU EM RECIPIENTES DE",01/12/1992,-
0902099,"CHA, EM OUTRAS FORMAS (SACOS, PASTILHAS, TAB",01/12/1992,-
0903001,ERVA-MATE CANCHEADA,01/12/1992,-
0903002,ERVA-MATE ELABORADA,01/12/1992,-
0903099,AS DEMAIS ERVA-MATE,01/12/1992,-
0904001,"PIMENTA (DO GENERO ""PIPER"")",01/12/1992,-
0904002,"PIMENTOS (DOS GENEROS ""CAPSICUM"" E PIMENTA)",01/12/1992,-
0904003,PIMENTOS DOCES MOIDOS OU PULVERIZADOS,01/12/1992,-
0905001,BAUNILHA,01/12/1992,-
0906001,CANELA E FLORES DE CANELA,01/12/1992,-
0907001,"CRAVO-DA-INDIA ( CRAVO-DE-CHEIRO ) (FRUTOS,",01/12/1992,-
0908001,NOZ-MOSCADA E MACIS,01/12/1992,-
0908099,"OS DEMAIS NOZ-MOSCADA, MACIS, AMOMOS E CARDA",01/12/1992,-
0909001,ANIS COMUM,01/12/1992,-
0909002,SEMENTES DE BADIANA,01/12/1992,-
0909003,SEMENTES DE COMINHO,01/12/1992,-
0909099,"AS DEMAIS SEMENTES DE FUNCHO, COENTRO, BADIA",01/12/1992,-
0910001,TIMO,01/12/1992,-
0910002,LOURO,01/12/1992,-
0910003,ACAFRAO,01/12/1992,-
0910004,GENGIBRE,01/12/1992,-
0910099,AS DEMAIS ESPECIARIAS,01/12/1992,-
1001101,TRIGO DURO,01/12/1992,-
1001199,OS DEMAIS TRIGO,01/12/1992,-
1001201,"MISTURA DE TRIGO COM CENTEIO (""MORCAJO"" OU """,01/12/1992,-
1002001,CENTEIO,01/12/1992,-
1003001,"CEVADA (INCLUSIVE AS VARIEDADES CHAMADAS ""NU",01/12/1992,-
1004001,AVEIA,01/12/1992,-
1005001,MILHO EM ESPIGA,01/12/1992,-
1005002,MILHO EM GRAO COM CASCA,01/12/1992,-
1005099,AS DEMAIS VARIEDADES DE MILHO,01/12/1992,-
1006001,ARROZ COM CASCA,01/12/1992,-
1006002,"ARROZ SEM CASCA, MAS SEM NENHUM PREPARO POST",01/12/1992,-
1006003,ARROZ POLIDO,01/12/1992,-
1006004,"ARROZ BRANQUEADO, EM PEROLA OU BRUNIDO",01/12/1992,-
1006005,ARROZ PARTIDO,01/12/1992,-
1006006,ARROZ ESTUFADO,01/12/1992,-
1006007,ARROZ CONVERTIDO,01/12/1992,-
1006099,OS DEMAIS TIPOS DE ARROZ,01/12/1992,-
1007001,MILHO PAINCO,01/12/1992,-
1007002,ALPISTA,01/12/1992,-
1007003,SORGO,01/12/1992,-
1007099,"OS DEMAIS CEREAIS; TRIGO MOURISCO, ETC",01/12/1992,-
1101001,FARINHA DE TRIGO OU DE MISTURA DE TRIGO  COM,01/12/1992,-
1101002,FARINHA DE AVEIA,01/12/1992,-
1101003,FARINHA DE CEVADA,01/12/1992,-
1101004,FARINHA DE CENTEIO,01/12/1992,-
1101005,FARINHA DE MILHO,01/12/1992,-
1101099,AS DEMAIS FARINHAS DE CEREAIS,01/12/1992,-
1102101,"""GRANONES"", SEMOLAS E AGLOMERADOS (""PELLETS""",01/12/1992,-
1102102,"""GRANONES"", SEMOLAS AGLOMERADOS (""PELLETS"")",01/12/1992,-
1102103,"""GRANONES"", SEMOLAS E AGLOMERADOS (""PELLETS""",01/12/1992,-
1102104,"""GRANONES"", SEMOLAS E AGLOMERADOS (""PELLETS""",01/12/1992,-
1102105,"""GRANONES"", SEMOLAS E AGLOMERADOS (""PELLETS""",01/12/1992,-
1102106,"""GRANONES"", SEMOLAS E AGLOMERADOS (""PELLETS""",01/12/1992,-
1102199,"OS DEMAIS ""GRANONES"", SEMOLAS E AGLOMERADOS",01/12/1992,-
1102201,AVEIA DESCASCADA,01/12/1992,-
1102202,AVEIA ESMAGADA,01/12/1992,-
1102209,AS DEMAIS AVEIAS,01/12/1992,-
1102211,CEVADA DESCASCADA,01/12/1992,-
1102212,CEVADA EM PEROLA,01/12/1992,-
1102219,AS DEMAIS CEVADAS,01/12/1992,-
1102221,MILHO DESCASCADO,01/12/1992,-
1102222,MILHO PILADO OU QUEBRADO,01/12/1992,-
1102229,OS DEMAIS TIPO DE MILHO,01/12/1992,-
1102299,"OS DEMAIS GRAOS DESCORTICADOS, EM PEROLAS, P",01/12/1992,-
1104101,FARINHA DE ERVILHAS,01/12/1992,-
1104102,FARINHA DE GRAO-DE-BICO,01/12/1992,-
1104103,FARINHA DE LENTILHAS,01/12/1992,-
1104104,FARINHA DE FEIJAO,01/12/1992,-
1104199,"AS DEMAIS FARINHAS DE LEGUMES, SECOS DA POSI",01/12/1992,-
1104201,FARINHA DE BANANA,01/12/1992,-
1104202,FARINHA DE NOZES OU CASTANHAS-DE-CAJU,01/12/1992,-
1104299,AS DEMAIS FARINHAS DAS FRUTAS CLASSIFICADAS,01/12/1992,-
1104301,FARINHAS E SEMOLAS DE SAGU,01/12/1992,-
1104302,FARINHAS E SEMOLAS DE MANDIOCA,01/12/1992,-
1104399,AS DEMAIS FARINHAS E SEMOLAS DAS RAIZES E TU,01/12/1992,-
1105001,FARINHAS DE BATATA,01/12/1992,-
1105002,SEMOLAS DE BATATA,01/12/1992,-
1105099,OS DEMAIS FLOCOS DE BATATAS,01/12/1992,-
1107001,"CEVADA MALTEADA EM GRAO, INCLUSIVE A CEVADA",01/12/1992,-
1107002,MALTE MOIDO,01/12/1992,-
1108101,AMIDO DE TRIGO,01/12/1992,-
1108102,AMIDO DE MILHO,01/12/1992,-
1108199,OS DEMAIS AMIDOS,01/12/1992,-
1108201,FECULAS DE BATATA,01/12/1992,-
1108299,AS DEMAIS FECULAS,01/12/1992,-
1108301,INULINA,01/12/1992,-
1109001,"GLUTEN DE TRIGO, MESMO SECO",01/12/1992,-
1201101,AMENDOIM PARA SEMEADURA,01/12/1992,-
1201102,AMENDOIM PARA OUTROS USOS,01/12/1992,-
1201201,COPRA,01/12/1992,-
1201301,NOZES DE PALMEIRA,01/12/1992,-
1201302,AMENDOAS DE PALMEIRA,01/12/1992,-
1201401,FAVAS DE SOJA PARA SEMEADURA,01/12/1992,-
1201402,FAVAS DE SOJA PARA OUTROS USOS,01/12/1992,-
1201501,SEMENTES DE LINHO (LINHACA) PARA SEMEADURA,01/12/1992,-
1201502,SEMENTES DE LINHO (LINHACA) PARA OUTROS USOS,01/12/1992,-
1201601,SEMENTES DE ALGODAO PARA SEMEADURA,01/12/1992,-
1201602,SEMENTES DE ALGODAO PARA OUTROS USOS,01/12/1992,-
1201701,SEMENTES DE MAMONA OU RICINO PARA SEMEADURA,01/12/1992,-
1201702,SEMENTES DE MAMONA OU RICINO PARA OUTROS USO,01/12/1992,-
1201901,SEMENTES DE BABACU PARA SEMEADURA,01/12/1992,-
1201902,SEMENTES DE BABACU PARA OUTROS USOS,01/12/1992,-
1201911,"SEMENTES DE CANHAMO (""CANNABIS SATIVA"") PARA",01/12/1992,-
1201912,"SEMENTES DE CANHAMO (""CANNABIS SATIVA"") PARA",01/12/1992,-
1201921,SEMENTES DE GIRASSOL PARA SEMEADURA,01/12/1992,-
1201922,SEMENTES DE GIRASSOL PARA OUTROS USOS,01/12/1992,-
1201931,SEMENTES DE URUCUM PARA SEMEADURA,01/12/1992,-
1201932,SEMENTES DE URUCUM PARA OUTROS USOS,01/12/1992,-
1201941,SEMENTES DE SESAMO (GERGELIM) PARA SEMEADURA,01/12/1992,-
1201942,SEMENTES DE SESAMO (GERGILIM) PARA OUTROS US,01/12/1992,-
1201951,SEMENTES DE NABO (NABILHA) E DE COLZA PARA S,01/12/1992,-
1201952,SEMENTES DE NABO (NABILHA) E DE COLZA PARA O,01/12/1992,-
1201991,"AS DEMAIS SEMENTES E FRUTOS OLEAGINOSOS, MES",01/12/1992,-
1201992,"AS DEMAIS SEMENTES E FRUTOS OLEAGINOSOS, MES",01/12/1992,-
1202001,"FARINHA DE GIRASSOL, SEM PREVIA EXTRACAO DE",01/12/1992,-
1202002,"FARINHA DE LINHO OU LINHACA, SEM PREVIA EXTR",01/12/1992,-
1202099,AS DEMAIS FARINHAS DE SEMENTES E DE FRUTOS O,01/12/1992,-
1203101,"SEMENTES, ESPOROS E FRUTOS DE ARVORES FRUTIF",01/12/1992,-
1203201,"SEMENTES, ESPOROS E FRUTOS DE FLORES, PARA S",01/12/1992,-
1203301,"SEMENTES DE CEBOLA, PARA SEMEADURA",01/12/1992,-
1203302,"SEMENTES DE ALFACE, PARA SEMEADURA",01/12/1992,-
1203303,"SEMENTES DE TOMATE, PARA SEMEADURA",01/12/1992,-
1203304,"SEMENTES DE CENOURA, PARA SEMEADURA",01/12/1992,-
1203399,"AS DEMAIS SEMENTES DE HORTALICAS, PARA SEMEA",01/12/1992,-
1203401,"SEMENTES DE ALFAFA, PARA SEMEADURA",01/12/1992,-
1203402,"SEMENTES DE TREVO, PARA SEMEADURA",01/12/1992,-
1203499,"AS DEMAIS SEMENTES, ESPOROS E FRUTOS, DE ERV",01/12/1992,-
1203901,"SEMENTES DE TABACO OU FUMO, PARA SEMEADURA",01/12/1992,-
1203999,"AS DEMAIS SEMENTES, ESPOROS E FRUTOS, PARA S",01/12/1992,-
1204001,BETERRABA DE ACUCAR (MESMO CORTADA EM RODELA,01/12/1992,-
1204002,CANA-DE-ACUCAR,01/12/1992,-
1206001,"CONES OU FLORES DE LUPULO, FRESCOS OU SECOS",01/12/1992,-
1206002,LUPULINA (PO DE LUPULO),01/12/1992,-
1207001,"ARAROBA, FRESCO OU SECO, MESMO CORTADO, ESMA",01/12/1992,-
1207002,"BOLDO, FRESCO OU SECO, MESMO CORTADO, ESMAGA",01/12/1992,-
1207003,"CUMARU (FAVA-TONCA), FRESCA OU SECA, MESMO C",01/12/1992,-
1207004,"IPECACUANHA (POAIA), FRESCA OU SECA, MESMO C",01/12/1992,-
1207005,"JABORANDI, FRESCO OU SECO, MESMO CORTADO,ESM",01/12/1992,-
1207006,"JALAPA, FRESCA OU SECA, MESMO CORTADA, ESMAG",01/12/1992,-
1207007,"OREGANO, FRESCO OU SECO, MESMO CORTADO OU PU",01/12/1992,-
1207008,"PIRETRO  FRESCO OU SECO, MESMO CORTADO, ESMA",01/12/1992,-
1207009,"POLIGALA FRESCA OU SECA, MESMO CORTADA, ESMA",01/12/1992,-
1207010,"RUIBARBO FRESCO OU SECO, MESMO CORTADO, ESMA",01/12/1992,-
1207011,"GUARANA, FRESCO OU SECO, MESMO CORTADO, ESMA",01/12/1992,-
1207012,"""MARANTA ARUDINACEA"", ""NOBILIS"" E SEMELHANTE",01/12/1992,-
1207013,"TIMBO FRESCO OU SECO, MESMO CORTADO,ESMAGADO",01/12/1992,-
1207099,"AS DEMAIS PLANTAS, PARTES DE PLANTAS, SEMENT",01/12/1992,-
1208001,RAIZES DE CHICORIA,01/12/1992,-
1208002,ALFARROBAS,01/12/1992,-
1208003,"CAROCOS DE FRUTOS E PRODUTOS VEGETAIS, EMPRE",01/12/1992,-
1209001,"PALHA E CASCAS DE CEREAIS, EM BRUTO, MESMO C",01/12/1992,-
1210001,BETERRABAS,01/12/1992,-
1210002,FENO,01/12/1992,-
1210003,ALFAFA,01/12/1992,-
1210004,TREVO,01/12/1992,-
1210099,"AS DEMAIS RAIZES FORRAGEIRAS; NABOS, LUZERNA",01/12/1992,-
1302101,GOMA-LACA,01/12/1992,-
1302201,GOMA ARABICA (DO SENEGAL ETC.),01/12/1992,-
1302202,GOMA ADRAGANTA,01/12/1992,-
1302203,GOMA TRAGASSOL,01/12/1992,-
1302299,AS DEMAIS GOMAS VEGETAIS,01/12/1992,-
1302301,COPAL,01/12/1992,-
1302302,DAMIANA E SANDARACA,01/12/1992,-
1302303,INCENSO,01/12/1992,-
1302304,JATOBA,01/12/1992,-
1302305,JUTAICICA,01/12/1992,-
1302306,MIRRA,01/12/1992,-
1302307,"RESINA DE PINHEIROS, SOLIDA OU LIQUIDA",01/12/1992,-
1302399,"AS DEMAIS GOMAS-RESINAS, RESINAS E OLEOS-RES",01/12/1992,-
1302401,BALSAMO DE COPAIBA,01/12/1992,-
1302402,BALSAMO NATURAL DE PERU,01/12/1992,-
1302499,OS DEMAIS BALSAMOS NATURAIS,01/12/1992,-
1303101,SUCO E EXTRATO DE FETO-MACHO,01/12/1992,-
1303102,SUCO E EXTRATO VEGETAL DE PIRETRO,01/12/1992,-
1303103,SUCOS E EXTRATOS VEGETAIS DE CASCA DE NOZ DE,01/12/1992,-
1303199,"OS DEMAIS SUCOS E EXTRATOS, VEGETAIS",01/12/1992,-
1303201,PECTINA,01/12/1992,-
1303299,AS DEMAIS MATERIAS PECTICAS,01/12/1992,-
1303301,AGAR-AGAR,01/12/1992,-
1303901,OUTROS MUCILAGOS E ESPESSANTES DERIVADOS DOS,01/12/1992,-
1303999,OS DEMAIS MUCILAGOS E ESPESSANTES DERIVADOS,01/12/1992,-
1401101,VIME EM BRUTO,01/12/1992,-
1401199,AS DEMAIS FORMAS DE VIME,01/12/1992,-
1401201,CANA EM BRUTO,01/12/1992,-
1401299,CANA NOUTRAS FORMAS DE APRESENTACAO,01/12/1992,-
1401301,BAMBU EM BRUTO,01/12/1992,-
1401399,BAMBU NOUTRAS FORMAS DE APRESENTACAO,01/12/1992,-
1401401,JUNCO EM BRUTO,01/12/1992,-
1401499,JUNCO NOUTRAS FORMAS DE APRESENTACAO,01/12/1992,-
1401501,RAFIA EM BRUTO,01/12/1992,-
1401599,RAFIA NOUTRAS FORMAS DE APRESENTACAO,01/12/1992,-
1401901,OUTRAS MATERIAS VEGETAIS EMPREGADAS PRINCIPA,01/12/1992,-
1401999,OUTRAS MATERIAS VEGETAIS EMPREGADAS PRINCIPA,01/12/1992,-
1402101,CAPOQUE EM BRUTO,01/12/1992,-
1402199,OS DEMAIS CAPOQUE,01/12/1992,-
1402201,CRINA VEGETAL EM BRUTO,01/12/1992,-
1402299,AS DEMAIS CRINAS VEGETAIS,01/12/1992,-
1402301,CRINA MARINHA EM BRUTO,01/12/1992,-
1402399,AS DEMAIS CRINAS MARINHAS,01/12/1992,-
1402901,MATERIAS VEGETAIS EMPREGADAS PRINCIPALMENTE,01/12/1992,-
1402999,AS DEMAIS MATERIAS VEGETAIS EMPREGADAS PRINC,01/12/1992,-
1403101,SORGO EM BRUTO,01/12/1992,-
1403199,"SORGO, NOUTRAS FORMAS DE APRESENTACAO, EM FE",01/12/1992,-
1403201,PIACAVA EM BRUTO,01/12/1992,-
1403299,"PIACAVA, NOUTRAS FORMAS DE APRESENTACAO, MES",01/12/1992,-
1403301,"TAMPICO (""IXTLE""), EM BRUTO",01/12/1992,-
1403399,"TAMPICO (""IXTLE""), NOUTRAS FORMAS DE APRESEN",01/12/1992,-
1403401,ZACATAO EM BRUTO,01/12/1992,-
1403499,"ZACATAO, NOUTRAS FORMAS DE APRESENTACAO, MES",01/12/1992,-
1403901,AS DEMAIS MATERIAS VEGETAIS EMPREGADAS PRINC,01/12/1992,-
1403999,AS DEMAIS MATERIAS VEGETAIS EMPREGADAS PRINC,01/12/1992,-
1405101,URUCUM,01/12/1992,-
1405102,ANCUSA,01/12/1992,-
1405103,ANIL,01/12/1992,-
1405104,CURCUMA,01/12/1992,-
1405105,QUEBRACHO,01/12/1992,-
1405106,"ALIZARINA (""RUIVA TINTORIA"")",01/12/1992,-
1405107,URUNDAI,01/12/1992,-
1405199,OS DEMAIS PRODUTOS  DE  ORIGEM VEGETAL UTILI,01/12/1992,-
1405201,COROZO (JARINA OU MARFIM VEGETAL),01/12/1992,-
1405299,"AS DEMAIS SEMENTES DURAS, CAROCOS, CASCAS E",01/12/1992,-
1405901,ALGAS,01/12/1992,-
1405902,"FARINHAS DE COROZO, DE CASCA DE NOZ DE COCO",01/12/1992,-
1405903,CASCAS DE QUILAIA,01/12/1992,-
1405904,"ESPONJA VEGETAL (""LUFFA"")",01/12/1992,-
1405999,OS DEMAIS PRODUTOS DE ORIGEM VEGETAL NAO ESP,01/12/1992,-
1501101,GORDURA DE PORCO DERRETIDA (BANHA DE PORCO F,01/12/1992,-
1501199,"AS DEMAIS GORDURAS DE PORCO, PRENSADAS, FUND",01/12/1992,-
1501201,"GORDURAS DE AVES DOMESTICAS, PRENSADAS, FUND",01/12/1992,-
1502101,SEBOS EM BRUTO (GORDURAS OU SEBOS EM RAMA) D,01/12/1992,-
1502102,SEBOS EM BRUTO (GORDURAS OU SEBOS EM RAMA) D,01/12/1992,-
1502103,SEBOS EM BRUTO (GORDURAS OU SEBOS EM RAMA) D,01/12/1992,-
1502201,"SEBO FUNDIDO (INCLUSIVE OS CHAMADOS ""PREMIER",01/12/1992,-
1502202,"SEBO FUNDIDO (INCLUSIVE OS CHAMADOS DE ""PREM",01/12/1992,-
1502203,"SEBO FUNDIDO (INCLUSIVE OS CHAMADOS DE ""PREM",01/12/1992,-
1502301,SEBOS EXTRAIDOS POR MEIO DE SOLVENTES,01/12/1992,-
1503001,OLEO DE SEBO (OLEO-MARGARINA NAO COMESTIVEL),01/12/1992,-
1503002,OLEO DE BANHA,01/12/1992,-
1503003,ESTEARINA SOLAR (ESTEARINA DE BANHA),01/12/1992,-
1503004,OLEO-ESTEARINA (SEBO PRENSADO),01/12/1992,-
1503005,"OLEO-MARGARINA (OLEO DE OLEINA COMESTIVEL, O",01/12/1992,-
1504101,GORDURA DE PEIXE,01/12/1992,-
1504102,"GORDURAS DE BALEIA, DE CACHALOTE E DEMAIS MA",01/12/1992,-
1504201,OLEO DE FIGADO DE BACALHAU EM BRUTO,01/12/1992,-
1504202,"OLEO DE FIGADO DE BACALHAU, REFINADO",01/12/1992,-
1504211,OLEO DE FIGADO DE OUTROS PEIXES EM BRUTO,01/12/1992,-
1504212,"OLEO DE FIGADO, DE OUTROS PEIXES, REFINADO",01/12/1992,-
1504221,"OLEO DE BALEIA, CACHALOTE E SEMELHANTES, EM",01/12/1992,-
1504222,"OLEO DE BALEIA, CACHALOTE E DEMAIS MAMIFEROS",01/12/1992,-
1504291,OS DEMAIS OLEOS DE PEIXE E MAMIFEROS MARINHO,01/12/1992,-
1504292,OS DEMAIS OLEOS DE PEIXE E MAMIFEROS MARINHO,01/12/1992,-
1505001,"GORDURA DE LA, (GORDURA DE LA EM BRUTO)",01/12/1992,-
1505002,LANOLINA (GORDURA DE LA PURIFICADA),01/12/1992,-
1505099,AS DEMAIS GORDURAS DE LA E SUBSTANCIAS GORDU,01/12/1992,-
1506001,OLEO DE MOCOTO,01/12/1992,-
1506002,OLEO DE GEMAS DE OVOS,01/12/1992,-
1506099,OS DEMAIS OLEOS E GORDURAS DE ORIGEM ANIMAL,01/12/1992,-
1507101,"OLEO DE SOJA, EM BRUTO",01/12/1992,-
1507102,"OLEO DE SEMENTE DE ALGODAO, EM BRUTO",01/12/1992,-
1507103,"OLEO DE AMENDOIM, EM BRUTO",01/12/1992,-
1507104,"OLEO DE OLIVA, EM BRUTO",01/12/1992,-
1507105,"OLEO DE GIRASSOL, EM BRUTO",01/12/1992,-
1507106,"OLEO DE NABO, EM BRUTO",01/12/1992,-
1507107,"OLEO DE COLZA, EM BRUTO",01/12/1992,-
1507108,"OLEO DE MOSTARDA, EM BRUTO",01/12/1992,-
1507109,"OLEO DE LINHO (LINHACA), EM BRUTO",01/12/1992,-
1507110,"OLEO DE PALMA (DENDE), EM BRUTO",01/12/1992,-
1507111,"OLEO DE COCO (COPRA), EM BRUTO",01/12/1992,-
1507112,"OLEO DE AMENDOA DE PALMA (PALMISTE), EM BRUT",01/12/1992,-
1507113,"OLEO DE MAMONA (RICINO), EM BRUTO",01/12/1992,-
1507114,"OLEO DE BABACU, EM BRUTO",01/12/1992,-
1507115,"OLEO DE SEMENTE DE SESAMO (GERGELIM), EM BRU",01/12/1992,-
1507116,"OLEO DE OITICICA, EM BRUTO",01/12/1992,-
1507117,"OLEO DE TUNGUE, EM BRUTO",01/12/1992,-
1507198,"SEBOS VEGETAIS, EM BRUTO",01/12/1992,-
1507199,"OS DEMAIS OLEOS VEGETAIS FIXOS, LIQUIDOS OU",01/12/1992,-
1507201,"OLEO DE SOJA, PURIFICADO OU REFINADO",01/12/1992,-
1507202,OLEO DE SEMENTE DE ALGODAO PURIFICADO OU REF,01/12/1992,-
1507203,"OLEO DE AMENDOIM, PURIFICADO OU REFINADO",01/12/1992,-
1507204,"OLEO DE OLIVA, PURIFICADO OU REFINADO",01/12/1992,-
1507205,"OLEO DE GIRASSOL, PURIFICADO OU REFINADO",01/12/1992,-
1507206,"OLEO DE NABO, PURIFICADO OU REFINADO",01/12/1992,-
1507207,"OLEO DE COLZA, PURIFICADO OU REFINADO",01/12/1992,-
1507208,"OLEO DE MOSTARDA, PURIFICADO OU REFINADO",01/12/1992,-
1507209,"OLEO DE LINHO (LINHACA), PURIFICADO OU REFIN",01/12/1992,-
1507210,"OLEO DE PALMA (DENDE), PURIFICADO OU REFINAD",01/12/1992,-
1507211,"OLEO DE COCO (COPRA), PURIFICADO OU REFINADO",01/12/1992,-
1507212,"OLEO DE AMENDOA DE PALMA (PALMISTE), PURIFIC",01/12/1992,-
1507213,"OLEO DE MAMONA (RICINO), PURIFICADO OU REFIN",01/12/1992,-
1507214,"OLEO DE BABACU, PURIFICADO OU REFINADO",01/12/1992,-
1507215,"OLEO DE SEMENTE DE SESAMO (GERGELIM), PURIFI",01/12/1992,-
1507216,"OLEO DE OITICICA, PURIFICADO OU REFINADO",01/12/1992,-
1507217,"OLEO DE TUNGUE, PURIFICADO OU REFINADO",01/12/1992,-
1507298,SEBOS VEGETAIS,01/12/1992,-
1507299,"OS DEMAIS OLEOS VEGETAIS FIXOS, LIQUIDOS OU",01/12/1992,-
1508101,OLEO DE LINHO (LINHACA) COZIDO OU OXIDADO,01/12/1992,-
1508102,"OLEO DE OITICICA, COZIDO OU OXIDADO",01/12/1992,-
1508103,"OLEO DE TUNGUE, COZIDO OU OXIDADO",01/12/1992,-
1508199,OS DEMAIS OLEOS ANIMAIS OU VEGETAIS COZIDOS,01/12/1992,-
1508201,"OLEO DE LINHO (LINHACA), SOPRADO",01/12/1992,-
1508299,"OS DEMAIS OLEOS ANIMAIS OU VEGETAIS, SOPRADO",01/12/1992,-
1508301,"OLEO DE LINHO (LINHACA), SULFURADO",01/12/1992,-
1508399,"OS DEMAIS OLEOS ANIMAIS OU VEGETAIS, SULFURA",01/12/1992,-
1508401,"OLEO DE COLZA, ESTANDOLIZADO (""STAND OIL"")",01/12/1992,-
1508402,"OLEO DE LINHO (LINHACA), ESTANDOLIZADO (""STA",01/12/1992,-
1508403,"OLEO DE TUNGUE, ESTANDOLIZADO (""STAND OIL"")",01/12/1992,-
1508499,"OS DEMAIS OLEOS ANIMAIS OU VEGETAIS,ESTANDOL",01/12/1992,-
1508901,"OLEO DE COLZA, MODIFICADO POR OUTROS PROCESS",01/12/1992,-
1508902,"OLEO DE LINHO (LINHACA), MODIFICADO POR OUTR",01/12/1992,-
1508903,"OLEO DE MAMONA(RICINO), MODIFICADO POR OUTRO",01/12/1992,-
1508904,"OLEO DE SOJA, MODIFICADO POR OUTROS PROCESSO",01/12/1992,-
1508999,OS DEMAIS OLEOS ANIMAIS OU VEGETAIS MODIFICA,01/12/1992,-
1510101,ESTEARINA (ACIDO ESTEARICO BRUTO),01/12/1992,-
1510102,OLEINA (ACIDO OLEICO BRUTO),01/12/1992,-
1510199,OS DEMAIS ACIDOS GORDUROSOS INDUSTRIAIS,01/12/1992,-
1510201,OLEOS ACIDOS PROCEDENTES DA REFINACAO,01/12/1992,-
1510301,ALCOOL CETILICO INDUSTRIAL,01/12/1992,-
1510302,ALCOOL ESTEARICO INDUSTRIAL,01/12/1992,-
1510303,ALCOOL LAURICO INDUSTRIAL,01/12/1992,-
1510304,OLEO OLEICO INDUSTRIAL,01/12/1992,-
1510399,OS DEMAIS ALCOOIS GORDUROSOS INDUSTRIAIS,01/12/1992,-
1511001,AGUAS E LIXIVIAS GLICERINOSAS,01/12/1992,-
1511002,GLICERINA BRUTA,01/12/1992,-
1511003,GLICERINA REFINADA,01/12/1992,-
1512001,"OLEO DE SEMENTE DE ALGODAO, TOTAL OU PARCIAL",01/12/1992,-
1512002,"OLEO DE COLZA,TOTAL OU PARCIALMENTE HIDROGEN",01/12/1992,-
1512003,"OLEO DE AMENDOIM,TOTAL OU PARCIALMENTE HIDRO",01/12/1992,-
1512004,"OLEO DE MILHO,TOTAL OU PARCIALMENTE HIDROGEN",01/12/1992,-
1512005,"GORDURA E OLEO DE BALEIA, TOTAL  OU  PARCIAL",01/12/1992,-
1512006,"GORDURAS E OLEOS DE PEIXE, TOTAL OU PARCIALM",01/12/1992,-
1512099,OS DEMAIS OLEOS E GORDURAS ANIMAIS OU VEGETA,01/12/1992,-
1513001,MARGARINA,01/12/1992,-
1513002,VEGETALINA (GORDURA DE COCO),01/12/1992,-
1513099,AS DEMAIS GORDURAS ALIMENTICIAS PREPARADAS E,01/12/1992,-
1515101,BRANCO DE BALEIA E DE OUTROS CETACEOS (ESPER,01/12/1992,-
1515102,BRANCO DE BALEIA E DE OUTROS CETACEOS (ESPER,01/12/1992,-
1515103,BRANCO DE BALEIA E DE OUTROS CETACEOS (ESPER,01/12/1992,-
1515201,"CERA DE ABELHA EM BRUTO (CERA VIRGEM, CERA A",01/12/1992,-
1515202,"CERA DE ABELHAS BRANQUEADA, REFINADA OU COLO",01/12/1992,-
1515901,"CERAS DE OUTROS INSETOS, EM BRUTO",01/12/1992,-
1515902,"CERAS DE OUTROS INSETOS, BRANQUEADAS, REFINA",01/12/1992,-
1516001,"CERA DE CANDELILA, MESMO COLORIDA ARTIFICIAL",01/12/1992,-
1516002,"CERA DE CARNAUBA, MESMO COLORIDA ARTIFICIALM",01/12/1992,-
1516003,"CERA DE OURICURI, MESMO COLORIDA ARTIFICIALM",01/12/1992,-
1516099,"AS DEMAIS CERAS VEGETAIS, MESMO COLORIDAS AR",01/12/1992,-
1517101,"""DREGAS"" NATURAL",01/12/1992,-
1517102,"""DEGRAS"" ARTIFICIAL",01/12/1992,-
1517201,BORRAS E FEZES DE OLEOS,01/12/1992,-
1517202,"PASTAS DE NEUTRALIZACAO (""SOAP-STOCKS"")",01/12/1992,-
1517299,OS DEMAIS RESIDUOS PROVENIENTES DO TRATAMENT,01/12/1992,-
1601001,EMBUTIDOS DE FIGADO,01/12/1992,-
1601002,CHOURICOS,01/12/1992,-
1601003,MORCELAS,01/12/1992,-
1601004,MORTADELAS,01/12/1992,-
1601005,SALSICHAS,01/12/1992,-
1601006,SALSICHOES,01/12/1992,-
1601099,"OS DEMAIS EMBUTIDOS, DE CARNES, MIUDOS COMES",01/12/1992,-
1602101,"CARNE DE VACUM, CURADA E COZIDA (CORNED BEEF",01/12/1992,-
1602102,"ASSADO DE NOVILHO (""ROAST BEEF"")",01/12/1992,-
1602103,"PEITO DE NOVILHO (""BRISKET BEEF"")",01/12/1992,-
1602105,"LINGUAS DE VACUM, PREPARADAS OU CONSERVADAS",01/12/1992,-
1602199,AS DEMAIS PREPARACOES E CONSERVAS DE CARNES,01/12/1992,-
1602201,"CARNE DE OVINO CURADA E COZIDA (""CORNED MUTT",01/12/1992,-
1602202,"COZIDO DE CORDEIRO (""BOILED MUTTON"")",01/12/1992,-
1602203,"LINGUAS DE OVINO, PREPARADAS OU CONSERVADAS",01/12/1992,-
1602299,AS DEMAIS PREPARACOES E CONSERVAS DE CARNE O,01/12/1992,-
